State,Hospital Name,PSI_90_SAFETY,State Average,Difference
GA,WELLSTAR PAULDING HOSPITAL,0.987119,1.018544624,-0.031425624
GA,WELLSTAR SPALDING REGIONAL HOSPITAL,0.954976,1.018544624,-0.063568624
GA,WELLSTAR SYLVAN GROVE HOSPITAL,1.018544624,1.018544624,0
GA,WELLSTAR WEST GEORGIA MEDICAL CENTER,0.92,1.018544624,-0.098544624
GA,WILLS MEMORIAL HOSPITAL,1.018544624,1.018544624,0
GU,GUAM MEMORIAL HOSPITAL AUTHORITY,0.997583873,0.997583873,0
GU,GUAM REGIONAL MEDICAL CITY,0.997583873,0.997583873,0
HI,CASTLE MEDICAL CENTER,0.994772,0.967114,0.027658
HI,HALE HO'OLA HAMAKUA,0.967114,0.967114,0
HI,HILO MEDICAL CENTER,0.937686,0.967114,-0.029428
HI,KAHUKU MEDICAL CENTER,0.967114,0.967114,0
HI,KAISER FOUNDATION HOSPITAL,0.98652,0.967114,0.019406
HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,0.967114,0.967114,0
HI,KAU HOSPITAL,0.967114,0.967114,0
HI,KAUAI VETERANS MEMORIAL HOSPITAL,0.967114,0.967114,0
HI,KOHALA HOSPITAL,0.967114,0.967114,0
HI,KONA COMMUNITY HOSPITAL,0.951599,0.967114,-0.015515
HI,KUAKINI MEDICAL CENTER,0.980619,0.967114,0.013505
HI,KULA HOSPITAL,0.967114,0.967114,0
HI,LANAI COMMUNITY HOSPITAL,0.967114,0.967114,0
HI,MAUI MEMORIAL MEDICAL CENTER,0.916177,0.967114,-0.050937
HI,MOLOKAI GENERAL HOSPITAL,0.967114,0.967114,0
HI,NORTH HAWAII COMMUNITY HOSPITAL,1.020245,0.967114,0.053131
HI,PALI MOMI MEDICAL CENTER,1.030951,0.967114,0.063837
HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,0.967114,0.967114,0
HI,SHRINERS HOSPITAL FOR CHILDREN,0.967114,0.967114,0
HI,STRAUB CLINIC AND HOSPITAL,0.910435,0.967114,-0.056679
HI,THE QUEENS MEDICAL CENTER,0.864209,0.967114,-0.102905
HI,WAHIAWA GENERAL HOSPITAL,0.981174,0.967114,0.01406
HI,WILCOX MEMORIAL HOSPITAL,1.030981,0.967114,0.063867
IA,ADAIR COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,ALLEN HOSPITAL,0.88075,0.995385143,-0.114635143
IA,AUDUBON COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,AVERA HOLY FAMILY HOSPITAL,0.995385143,0.995385143,0
IA,BAUM HARMON MERCY HOSPITAL,0.995385143,0.995385143,0
IA,BOONE COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,BROADLAWNS MEDICAL CENTER,1.07674,0.995385143,0.081354857
IA,BUCHANAN COUNTY HEALTH CENTER,0.995385143,0.995385143,0
IA,BUENA VISTA REGIONAL MEDICAL CENTER,0.995385143,0.995385143,0
IA,BURGESS HEALTH CENTER,0.995385143,0.995385143,0
IA,CASS COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,CENTRAL COMMUNITY HOSPITAL,0.995385143,0.995385143,0
IA,CHEROKEE REGIONAL MEDICAL CENTER,0.995385143,0.995385143,0
IA,CHI HEALTH  - MERCY CORNING,0.995385143,0.995385143,0
IA,CHI HEALTH MERCY COUNCIL BLUFFS,1.21,0.995385143,0.214614857
IA,CHI HEALTH MISSOURI VALLEY,0.995385143,0.995385143,0
IA,CLARINDA REGIONAL HEALTH CENTER,0.995385143,0.995385143,0
IA,CLARKE COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,0.995385143,0.995385143,0
IA,COVENANT MEDICAL CENTER,1.458851,0.995385143,0.463465857
IA,CRAWFORD COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,DALLAS COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,DAVIS COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,DECATUR COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,FINLEY HOSPITAL,0.912875,0.995385143,-0.082510143
IA,FLOYD COUNTY MEDICAL CENTER,0.995385143,0.995385143,0
IA,FLOYD VALLEY HOSPITAL,0.995385143,0.995385143,0
IA,FORT MADISON COMMUNITY HOSPITAL,0.983645,0.995385143,-0.011740143
IA,FRANKLIN GENERAL HOSPITAL,0.995385143,0.995385143,0
IA,GENESIS MEDICAL CENTER-DAVENPORT,1.043854,0.995385143,0.048468857
IA,GENESIS MEDICAL CENTER-DEWITT,0.995385143,0.995385143,0
IA,GEORGE C GRAPE COMMUNITY HOSPITAL,0.995385143,0.995385143,0
IA,GREAT RIVER MEDICAL CENTER,1.015209,0.995385143,0.019823857
IA,GREATER REGIONAL MEDICAL CENTER,0.995385143,0.995385143,0
IA,GREENE COUNTY MEDICAL CENTER,0.995385143,0.995385143,0
IA,GRINNELL REGIONAL MEDICAL CENTER,1.246976,0.995385143,0.251590857
IA,GRUNDY COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,0.995385143,0.995385143,0
IA,GUTHRIE COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,GUTTENBERG MUNICIPAL HOSPITAL,0.995385143,0.995385143,0
IA,HANCOCK COUNTY HEALTH SYSTEM,0.995385143,0.995385143,0
IA,HANSEN FAMILY HOSPITAL,0.995385143,0.995385143,0
IA,HAWARDEN REGIONAL HEALTHCARE,0.995385143,0.995385143,0
IA,HEGG MEMORIAL HEALTH CENTER,0.995385143,0.995385143,0
IA,HENRY COUNTY HEALTH CENTER,0.995385143,0.995385143,0
IA,HORN MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,HUMBOLDT COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,IOWA LUTHERAN HOSPITAL,0.878071,0.995385143,-0.117314143
IA,IOWA METHODIST MEDICAL CENTER,0.822886,0.995385143,-0.172499143
IA,IOWA SPECIALTY HOSPITAL - BELMOND,0.995385143,0.995385143,0
IA,IOWA SPECIALTY HOSPITAL-CLARION,0.995385143,0.995385143,0
IA,JACKSON COUNTY REGIONAL HEALTH CENTER,0.995385143,0.995385143,0
IA,JEFFERSON COUNTY HEALTH CENTER,0.995385143,0.995385143,0
IA,JONES REGIONAL MEDICAL CENTER,0.995385143,0.995385143,0
IA,KEOKUK AREA HOSPITAL,0.9783,0.995385143,-0.017085143
IA,KEOKUK COUNTY HEALTH CENTER,0.995385143,0.995385143,0
IA,KNOXVILLE HOSPITAL & CLINICS,0.995385143,0.995385143,0
IA,KOSSUTH REGIONAL HEALTH CENTER,0.995385143,0.995385143,0
IA,LAKES REGIONAL HEALTHCARE,0.93189,0.995385143,-0.063495143
IA,LORING HOSPITAL,0.995385143,0.995385143,0
IA,LUCAS COUNTY HEALTH CENTER,0.995385143,0.995385143,0
IA,MADISON COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,MAHASKA  HEALTH PARTNERSHIP,0.995385143,0.995385143,0
IA,MANNING REGIONAL HEALTHCARE CENTER,0.995385143,0.995385143,0
IA,MARENGO MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,MARY GREELEY MEDICAL CENTER,0.967857,0.995385143,-0.027528143
IA,MERCY HOSPITAL,0.78,0.995385143,-0.215385143
IA,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,0.995385143,0.995385143,0
IA,MERCY MEDICAL CENTER - CEDAR RAPIDS,1.112496,0.995385143,0.117110857
IA,MERCY MEDICAL CENTER-CENTERVILLE,0.995385143,0.995385143,0
IA,MERCY MEDICAL CENTER-CLINTON,0.841826,0.995385143,-0.153559143
IA,MERCY MEDICAL CENTER-DES MOINES,1.256414,0.995385143,0.261028857
IA,MERCY MEDICAL CENTER-DUBUQUE,0.958384,0.995385143,-0.037001143
IA,MERCY MEDICAL CENTER-DYERSVILLE,0.995385143,0.995385143,0
IA,MERCY MEDICAL CENTER-NEW HAMPTON,0.995385143,0.995385143,0
IA,MERCY MEDICAL CENTER-NORTH IOWA,0.676139,0.995385143,-0.319246143
IA,MERCY MEDICAL CENTER-SIOUX CITY,1.166163,0.995385143,0.170777857
IA,METHODIST JENNIE EDMUNDSON,0.906229,0.995385143,-0.089156143
IA,MITCHELL COUNTY REGIONAL HEALTH,0.995385143,0.995385143,0
IA,MONROE COUNTY HOSPITAL,0.992193,0.995385143,-0.003192143
IA,MONTGOMERY COUNTY MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,MYRTUE MEDICAL CENTER,0.995385143,0.995385143,0
IA,ORANGE CITY AREA HEALTH SYSTEM,0.995385143,0.995385143,0
IA,OSCEOLA COMMUNITY HOSPITAL,0.995385143,0.995385143,0
IA,OTTUMWA REGIONAL HEALTH CENTER,0.997519,0.995385143,0.002133857
IA,PALO ALTO COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,PELLA REGIONAL HEALTH CENTER,0.995385143,0.995385143,0
IA,POCAHONTAS COMMUNITY HOSPITAL,0.995385143,0.995385143,0
IA,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,0.995385143,0.995385143,0
IA,REGIONAL MEDICAL CENTER,0.995385143,0.995385143,0
IA,RINGGOLD COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,SANFORD ROCK RAPIDS MEDICAL CENTER,0.995385143,0.995385143,0
IA,SANFORD SHELDON MEDICAL CENTER,0.995385143,0.995385143,0
IA,SARTORI MEMORIAL HOSPITAL,0.96,0.995385143,-0.035385143
IA,SHENANDOAH MEDICAL CENTER,0.995385143,0.995385143,0
IA,SIOUX CENTER HEALTH,0.995385143,0.995385143,0
IA,SKIFF MEDICAL CENTER,0.947368,0.995385143,-0.048017143
IA,SPENCER MUNICIPAL HOSPITAL,0.86108,0.995385143,-0.134305143
IA,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,0.97,0.995385143,-0.025385143
IA,ST LUKES HOSPITAL,1.125305,0.995385143,0.129919857
IA,ST LUKES REGIONAL MEDICAL CENTER,1.333152,0.995385143,0.337766857
IA,STEWART MEMORIAL COMMUNITY HOSPITAL,0.995385143,0.995385143,0
IA,STORY COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,TRINITY MUSCATINE,0.94,0.995385143,-0.055385143
IA,TRINITY REGIONAL MEDICAL CENTER,0.912746,0.995385143,-0.082639143
IA,UNITY POINT HEALTH TRINITY,0.92,0.995385143,-0.075385143
IA,UNITYPOINT HEALTH-MARSHALLTOWN,0.97,0.995385143,-0.025385143
IA,UNIVERSITY OF IOWA HOSPITAL & CLINICS,0.803562,0.995385143,-0.191823143
IA,VAN BUREN COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,VAN DIEST MEDICAL CENTER,0.995385143,0.995385143,0
IA,VETERANS MEMORIAL HOSPITAL,0.995385143,0.995385143,0
IA,VIRGINIA GAY HOSPITAL,0.995385143,0.995385143,0
IA,WASHINGTON COUNTY HOSPITAL AND CLINICS,0.995385143,0.995385143,0
IA,WAVERLY HEALTH CENTER,0.995385143,0.995385143,0
IA,WAYNE COUNTY HOSPITAL,0.995385143,0.995385143,0
IA,WINNESHIEK MEDICAL CENTER,0.995385143,0.995385143,0
ID,BEAR LAKE MEMORIAL HOSPITAL,0.934795267,0.934795267,0
ID,BENEWAH COMMUNITY HOSPITAL,0.934795267,0.934795267,0
ID,BINGHAM MEMORIAL HOSPITAL,0.934795267,0.934795267,0
ID,BONNER GENERAL HOSPITAL,0.934795267,0.934795267,0
ID,BOUNDARY COMMUNITY HOSPITAL,0.934795267,0.934795267,0
ID,CARIBOU MEMORIAL HOSPITAL,0.934795267,0.934795267,0
ID,CASCADE MEDICAL CENTER,0.934795267,0.934795267,0
ID,CASSIA REGIONAL HOSPITAL,0.934795267,0.934795267,0
ID,CLEARWATER VALLEY HOSPITAL & CLINICS,0.934795267,0.934795267,0
ID,EASTERN IDAHO REGIONAL MEDICAL CENTER,0.904309,0.934795267,-0.030486267
ID,FRANKLIN COUNTY MEDICAL CENTER,0.934795267,0.934795267,0
ID,GRITMAN MEDICAL CENTER,0.934795267,0.934795267,0
ID,IDAHO DOCTORS HOSPITAL,0.998266,0.934795267,0.063470733
ID,KOOTENAI HEALTH,0.875181,0.934795267,-0.059614267
ID,LOST RIVERS MEDICAL CENTER,0.934795267,0.934795267,0
ID,MADISON MEMORIAL HOSPITAL,0.804942,0.934795267,-0.129853267
ID,MINIDOKA MEMORIAL HOSPITAL,0.934795267,0.934795267,0
ID,MOUNTAIN VIEW HOSPITAL,0.830958,0.934795267,-0.103837267
ID,NELL J REDFIELD MEMORIAL HOSPITAL,0.934795267,0.934795267,0
ID,NORTH CANYON MEDICAL CENTER,0.934795267,0.934795267,0
ID,NORTHWEST SPECIALTY HOSPITAL,0.852773,0.934795267,-0.082022267
ID,PORTNEUF MEDICAL CENTER,0.997382,0.934795267,0.062586733
ID,POWER COUNTY HOSPITAL DISTRICT,0.934795267,0.934795267,0
ID,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1.12171,0.934795267,0.186914733
ID,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1.037159,0.934795267,0.102363733
ID,SHOSHONE MEDICAL CENTER,0.934795267,0.934795267,0
ID,ST JOSEPH REGIONAL MEDICAL CENTER,0.862137,0.934795267,-0.072658267
ID,ST LUKE'S ELMORE MEDICAL CENTER,0.934795267,0.934795267,0
ID,ST LUKE'S JEROME,0.934795267,0.934795267,0
ID,ST LUKE'S MAGIC VALLEY RMC,0.86,0.934795267,-0.074795267
ID,ST LUKE'S MCCALL,0.934795267,0.934795267,0
ID,ST LUKE'S REGIONAL MEDICAL CENTER,0.787779,0.934795267,-0.147016267
ID,ST LUKE'S WOOD RIVER MEDICAL CENTER,0.934795267,0.934795267,0
ID,ST MARY'S HOSPITAL,1.130934,0.934795267,0.196138733
ID,STEELE MEMORIAL MEDICAL CENTER,0.934795267,0.934795267,0
ID,SYRINGA GENERAL HOSPITAL,0.934795267,0.934795267,0
ID,TETON VALLEY HOSPITAL,0.934795267,0.934795267,0
ID,TREASURE VALLEY HOSPITAL,0.965595,0.934795267,0.030799733
ID,VALOR HEALTH,0.934795267,0.934795267,0
ID,WEISER MEMORIAL HOSPITAL,0.934795267,0.934795267,0
ID,WEST VALLEY MEDICAL CENTER,0.992804,0.934795267,0.058008733
IL,ABRAHAM LINCOLN MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,ADVENTIST BOLINGBROOK HOSPITAL,0.971621,0.991876085,-0.020255085
IL,ADVENTIST GLENOAKS,0.99,0.991876085,-0.001876085
IL,ADVENTIST HINSDALE HOSPITAL,0.79,0.991876085,-0.201876085
IL,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,0.992019,0.991876085,0.000142915
IL,ADVOCATE BROMENN MEDICAL CENTER,0.91663,0.991876085,-0.075246085
IL,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,1.163966,0.991876085,0.172089915
IL,ADVOCATE CONDELL MEDICAL CENTER,0.908375,0.991876085,-0.083501085
IL,ADVOCATE EUREKA  HOSPITAL,0.991876085,0.991876085,0
IL,ADVOCATE GOOD SAMARITAN HOSPITAL,1.26263,0.991876085,0.270753915
IL,ADVOCATE GOOD SHEPHERD HOSPITAL,0.925469,0.991876085,-0.066407085
IL,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,1.17843,0.991876085,0.186553915
IL,ADVOCATE LUTHERAN GENERAL HOSPITAL,1.070022,0.991876085,0.078145915
IL,ADVOCATE SOUTH SUBURBAN HOSPITAL,0.926252,0.991876085,-0.065624085
IL,ADVOCATE TRINITY HOSPITAL,1.000656,0.991876085,0.008779915
IL,ALEXIAN BROTHERS MEDICAL CENTER 1,0.983044,0.991876085,-0.008832085
IL,ALTON MEMORIAL HOSPITAL,0.898557,0.991876085,-0.093319085
IL,ANDERSON HOSPITAL,0.931601,0.991876085,-0.060275085
IL,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,0.991876085,0.991876085,0
IL,BLESSING HOSPITAL,0.933732,0.991876085,-0.058144085
IL,CARLINVILLE AREA HOSPITAL,0.991876085,0.991876085,0
IL,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,0.84,0.991876085,-0.151876085
IL,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,0.96,0.991876085,-0.031876085
IL,CENTRAL DUPAGE HOSPITAL,1.190331,0.991876085,0.198454915
IL,CGH MEDICAL CENTER,0.938322,0.991876085,-0.053554085
IL,CLAY COUNTY HOSPITAL,0.991228,0.991876085,-0.000648085
IL,COMMUNITY FIRST MEDICAL CENTER,1.048254,0.991876085,0.056377915
IL,COMMUNITY MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,COPLEY MEMORIAL HOSPITAL,0.815906,0.991876085,-0.175970085
IL,CRAWFORD MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,CROSSROADS COMMUNITY HOSPITAL,0.956441,0.991876085,-0.035435085
IL,DECATUR MEMORIAL HOSPITAL,0.687351,0.991876085,-0.304525085
IL,DELNOR COMMUNITY HOSPITAL,0.958564,0.991876085,-0.033312085
IL,EDWARD HOSPITAL,1.081376,0.991876085,0.089499915
IL,ELMHURST MEMORIAL HOSPITAL,1.198603,0.991876085,0.206726915
IL,EVANSTON HOSPITAL,0.91,0.991876085,-0.081876085
IL,FAIRFIELD MEMORIAL HOSPITAL 1,0.991876085,0.991876085,0
IL,FAYETTE COUNTY HOSPITAL,0.991876085,0.991876085,0
IL,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,0.991876085,0.991876085,0
IL,FHN MEMORIAL HOSPITAL,0.870047,0.991876085,-0.121829085
IL,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,1.45,0.991876085,0.458123915
IL,FRANKLIN HOSPITAL,0.991876085,0.991876085,0
IL,GALESBURG COTTAGE HOSPITAL,1.042235,0.991876085,0.050358915
IL,GATEWAY REGIONAL MEDICAL CENTER,0.955949,0.991876085,-0.035927085
IL,GENESIS HEALTH SYSTEM,1.1,0.991876085,0.108123915
IL,"GENESIS MEDICAL CENTER, ALEDO",0.991876085,0.991876085,0
IL,GIBSON COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,GOOD SAMARITAN REGIONAL HLTH CENTER,0.86,0.991876085,-0.131876085
IL,GRAHAM HOSPITAL ASSOCIATION,0.897212,0.991876085,-0.094664085
IL,GREENVILLE REGIONAL HOSPITAL,1,0.991876085,0.008123915
IL,HAMILTON MEMORIAL HOSPITAL DISTRICT,0.991876085,0.991876085,0
IL,HAMMOND HENRY HOSPITAL,0.991876085,0.991876085,0
IL,HARDIN COUNTY GENERAL HOSPITAL,0.991876085,0.991876085,0
IL,HARRISBURG MEDICAL CENTER,0.974424,0.991876085,-0.017452085
IL,HEARTLAND REGIONAL MEDICAL CENTER,1.434143,0.991876085,0.442266915
IL,HERRIN HOSPITAL,0.8,0.991876085,-0.191876085
IL,HILLSBORO AREA HOSPITAL,0.991876085,0.991876085,0
IL,HOLY CROSS HOSPITAL,1.01,0.991876085,0.018123915
IL,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,HOPEDALE HOSPITAL,0.991876085,0.991876085,0
IL,HSHS GOOD SHEPHERD HOSPITAL INC,1,0.991876085,0.008123915
IL,ILLINI COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,ILLINOIS VALLEY COMMUNITY HOSPITAL,0.857392,0.991876085,-0.134484085
IL,INGALLS MEMORIAL HOSPITAL,0.750416,0.991876085,-0.241460085
IL,IROQUOIS MEMORIAL HOSPITAL,1.109394,0.991876085,0.117517915
IL,JACKSON PARK HOSPITAL,0.999736,0.991876085,0.007859915
IL,JERSEY COMMUNITY HOSPITAL,0.967075,0.991876085,-0.024801085
IL,JOHN H STROGER JR HOSPITAL,1.009083,0.991876085,0.017206915
IL,KATHERINE SHAW BETHEA HOSPITAL,1.052074,0.991876085,0.060197915
IL,KIRBY MEDICAL CENTER,0.991876085,0.991876085,0
IL,KISHWAUKEE COMMUNITY HOSPITAL,1.001518,0.991876085,0.009641915
IL,LARABIDA CHILDRENS HOSPITAL I,0.991876085,0.991876085,0
IL,LAWRENCE COUNTY MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,LITTLE COMPANY OF MARY HOSPITAL,1.131283,0.991876085,0.139406915
IL,LORETTO HOSPITAL,1.04644,0.991876085,0.054563915
IL,LOUIS A WEISS MEMORIAL HOSPITAL,1.298421,0.991876085,0.306544915
IL,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,1.03,0.991876085,0.038123915
IL,LOYOLA UNIVERSITY MEDICAL CENTER,0.922964,0.991876085,-0.068912085
IL,MACNEAL  HOSPITAL,1.033591,0.991876085,0.041714915
IL,MARSHALL BROWNING HOSPITAL,0.991876085,0.991876085,0
IL,MASON DISTRICT HOSPITAL,0.991876085,0.991876085,0
IL,MASSAC MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,MC DONOUGH DISTRICT HOSPITAL,0.981777,0.991876085,-0.010099085
IL,MEMORIAL HOSPITAL,0.97461,0.991876085,-0.017266085
IL,MEMORIAL HOSPITAL,0.97461,0.991876085,-0.017266085
IL,MEMORIAL HOSPITAL,0.97461,0.991876085,-0.017266085
IL,MEMORIAL HOSPITAL OF CARBONDALE,1.063039,0.991876085,0.071162915
IL,MEMORIAL MEDICAL CENTER,1.092918,0.991876085,0.101041915
IL,MERCY HARVARD HOSPITAL,0.991876085,0.991876085,0
IL,MERCY HOSPITAL AND MEDICAL CENTER,1.025098,0.991876085,0.033221915
IL,METHODIST HOSPITAL OF CHICAGO,0.963667,0.991876085,-0.028209085
IL,METHODIST MEDICAL CENTER OF ILLINOIS,0.825767,0.991876085,-0.166109085
IL,METRO-EAST SERVICES INC,0.991876085,0.991876085,0
IL,METROSOUTH MEDICAL CENTER,1.162567,0.991876085,0.170690915
IL,MIDWEST MEDICAL CENTER,0.991876085,0.991876085,0
IL,MIDWESTERN REGION MED CENTER,0.879937,0.991876085,-0.111939085
IL,MORRIS HOSPITAL & HEALTHCARE CENTERS,1.073733,0.991876085,0.081856915
IL,MORRISON COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,MT SINAI HOSPITAL MEDICAL CENTER,0.989788,0.991876085,-0.002088085
IL,NORTHWEST COMMUNITY HOSPITAL 1,0.889935,0.991876085,-0.101941085
IL,NORTHWESTERN LAKE FOREST HOSPITAL,1.036241,0.991876085,0.044364915
IL,NORTHWESTERN MEMORIAL HOSPITAL,1.220228,0.991876085,0.228351915
IL,NORWEGIAN-AMERICAN HOSPITAL,0.986653,0.991876085,-0.005223085
IL,OSF HOLY FAMILY MEDICAL CENTER,0.991876085,0.991876085,0
IL,OSF SAINT ANTHONY'S HEALTH CENTER,0.90839,0.991876085,-0.083486085
IL,OSF SAINT LUKES MEDICAL CENTER,0.991876085,0.991876085,0
IL,OSF SAINT PAUL MEDICAL CENTER,0.991876085,0.991876085,0
IL,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1.03,0.991876085,0.038123915
IL,PALOS COMMUNITY HOSPITAL,0.902458,0.991876085,-0.089418085
IL,PANA COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,PARIS COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,PASSAVANT AREA HOSPITAL,0.91604,0.991876085,-0.075836085
IL,PEKIN MEMORIAL HOSPITAL,1.090417,0.991876085,0.098540915
IL,PERRY MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,PINCKNEYVILLE COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,PRESENCE COVENANT MEDICAL CENTER,0.8,0.991876085,-0.191876085
IL,PRESENCE MERCY MEDICAL CENTER,0.958,0.991876085,-0.033876085
IL,PRESENCE RESURRECTION MEDICAL CENTER,0.843488,0.991876085,-0.148388085
IL,PRESENCE SAINT FRANCIS HOSPITAL,1.032326,0.991876085,0.040449915
IL,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,0.945419,0.991876085,-0.046457085
IL,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,0.936917,0.991876085,-0.054959085
IL,PRESENCE SAINT JOSEPH MEDICAL CENTER,1.349016,0.991876085,0.357139915
IL,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,0.984867,0.991876085,-0.007009085
IL,PRESENCE ST MARYS HOSPITAL,1.11,0.991876085,0.118123915
IL,PRESENCE UNITED SAMARITANS MEDICAL CENTER,0.91254,0.991876085,-0.079336085
IL,PROCTOR HOSPITAL,0.799749,0.991876085,-0.192127085
IL,PROVIDENT HOSPITAL OF CHICAGO,0.996723,0.991876085,0.004846915
IL,RED BUD REGIONAL HOSPITAL,0.991876085,0.991876085,0
IL,RICHLAND MEMORIAL HOSPITAL,0.924921,0.991876085,-0.066955085
IL,RIVERSIDE MEDICAL CENTER,0.882004,0.991876085,-0.109872085
IL,ROCHELLE COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,ROCKFORD MEMORIAL HOSPITAL,1.250605,0.991876085,0.258728915
IL,ROSELAND COMMUNITY HOSPITAL,0.971103,0.991876085,-0.020773085
IL,RUSH OAK PARK HOSPITAL,0.870974,0.991876085,-0.120902085
IL,RUSH UNIVERSITY MEDICAL CENTER,0.740336,0.991876085,-0.251540085
IL,SAINT ANTHONY HOSPITAL,1.051855,0.991876085,0.059978915
IL,SAINT ANTHONY MEDICAL CENTER,1.12,0.991876085,0.128123915
IL,SAINT FRANCIS MEDICAL CENTER,0.896068,0.991876085,-0.095808085
IL,SAINT JAMES HOSPITAL,1.01,0.991876085,0.018123915
IL,SALEM TOWNSHIP HOSPITAL,0.991876085,0.991876085,0
IL,SARAH BUSH LINCOLN HEALTH CENTER,0.885078,0.991876085,-0.106798085
IL,SARAH D CULBERTSON MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,SHERMAN HOSPITAL,0.82,0.991876085,-0.171876085
IL,SHRINERS HOSPITAL FOR CHILDREN,0.991876085,0.991876085,0
IL,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,0.782142,0.991876085,-0.209734085
IL,SOUTH SHORE HOSPITAL,0.980531,0.991876085,-0.011345085
IL,SPARTA COMMUNITY HOSPITAL,0.991876085,0.991876085,0
IL,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,0.97261,0.991876085,-0.019266085
IL,ST ALEXIUS MEDICAL CENTER,0.871183,0.991876085,-0.120693085
IL,ST ANTHONYS MEMORIAL HOSPITAL,0.93409,0.991876085,-0.057786085
IL,ST BERNARD HOSPITAL,0.971387,0.991876085,-0.020489085
IL,ST ELIZABETH HOSPITAL,1.113946,0.991876085,0.122069915
IL,ST FRANCIS HOSPITAL,0.880371,0.991876085,-0.111505085
IL,ST JOHNS HOSPITAL,1.075782,0.991876085,0.083905915
IL,ST JOSEPH MEDICAL CENTER,0.752962,0.991876085,-0.238914085
IL,ST JOSEPH MEMORIAL HOSPITAL,0.991876085,0.991876085,0
IL,ST JOSEPHS HOSPITAL,0.923766,0.991876085,-0.068110085
IL,ST JOSEPH'S HOSPITAL,0.963832,0.991876085,-0.028044085
IL,ST MARGARETS HOSPITAL,0.938726,0.991876085,-0.053150085
IL,ST MARY MEDICAL CENTER,0.829329,0.991876085,-0.162547085
IL,ST MARYS HOSPITAL,1.095396,0.991876085,0.103519915
IL,SWEDISH AMERICAN HOSPITAL,1.143767,0.991876085,0.151890915
IL,SWEDISH COVENANT HOSPITAL,1.12628,0.991876085,0.134403915
