State,Hospital Name,Rankings,Average,Difference
GA,DONALSONVILLE HOSPITAL INC,43.5,42.24105263,1.258947368
GA,DORMINY MEDICAL CENTER,42.66,42.24105263,0.418947368
GA,EAST GEORGIA REGIONAL MEDICAL CENTER,40.4,42.24105263,-1.841052632
GA,EASTSIDE MEDICAL CENTER,40.46,42.24105263,-1.781052632
GA,EFFINGHAM HEALTH SYSTEM,43.08,42.24105263,0.838947368
GA,ELBERT MEMORIAL HOSPITAL,41.64,42.24105263,-0.601052632
GA,EMANUEL MEDICAL CENTER,43.56,42.24105263,1.318947368
GA,EMORY JOHNS CREEK HOSPITAL,42.28,42.24105263,0.038947368
GA,EMORY UNIVERSITY HOSPITAL,42.64,42.24105263,0.398947368
GA,EMORY UNIVERSITY HOSPITAL MIDTOWN,41.18,42.24105263,-1.061052632
GA,EVANS MEMORIAL HOSPITAL,44,42.24105263,1.758947368
GA,FAIRVIEW PARK HOSPITAL,43.04,42.24105263,0.798947368
GA,FANNIN REGIONAL HOSPITAL,42.44,42.24105263,0.198947368
GA,FLINT RIVER COMMUNITY HOSPITAL,40.96,42.24105263,-1.281052632
GA,FLOYD MEDICAL CENTER,42.38,42.24105263,0.138947368
GA,GORDON HOSPITAL,44.22,42.24105263,1.978947368
GA,GRADY GENERAL HOSPITAL,44.48,42.24105263,2.238947368
GA,GRADY MEMORIAL HOSPITAL,40.18,42.24105263,-2.061052632
GA,GWINNETT MEDICAL CENTER,41.94,42.24105263,-0.301052632
GA,HABERSHAM COUNTY MEDICAL CTR,42.4,42.24105263,0.158947368
GA,HAMILTON MEDICAL CENTER,41.68,42.24105263,-0.561052632
GA,HIGGINS GENERAL HOSPITAL,43.62,42.24105263,1.378947368
GA,HOUSTON MEDICAL CENTER,41.96,42.24105263,-0.281052632
GA,IRWIN COUNTY HOSPITAL,42.48,42.24105263,0.238947368
GA,JASPER MEMORIAL HOSPITAL,40.96,42.24105263,-1.281052632
GA,JEFF DAVIS HOSPITAL,39.92,42.24105263,-2.321052632
GA,JEFFERSON HOSPITAL,45.6,42.24105263,3.358947368
GA,JENKIN COUNTY MEDICAL CENTER,40.96,42.24105263,-1.281052632
GA,JOHN D ARCHBOLD MEMORIAL HOSPITAL,43.02,42.24105263,0.778947368
GA,LIBERTY REGIONAL MEDICAL CENTER,43.4,42.24105263,1.158947368
GA,MEADOWS REGIONAL MEDICAL CENTER,43.26,42.24105263,1.018947368
GA,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",42.32,42.24105263,0.078947368
GA,"MEDICAL CENTER, NAVICENT HEALTH (THE)",41.96,42.24105263,-0.281052632
GA,"MEMORIAL HEALTH UNIV MED CEN, INC",41.68,42.24105263,-0.561052632
GA,MEMORIAL HOSPITAL AND MANOR,41.48,42.24105263,-0.761052632
GA,MEMORIAL SATILLA HEALTH,41.26,42.24105263,-0.981052632
GA,MIDTOWN MEDICAL CENTER,41.78,42.24105263,-0.461052632
GA,MILLER COUNTY HOSPITAL,41.98,42.24105263,-0.261052632
GA,MITCHELL COUNTY HOSPITAL,45.62,42.24105263,3.378947368
GA,MONROE COUNTY HOSPITAL,40.96,42.24105263,-1.281052632
GA,MORGAN MEMORIAL HOSPITAL,43.86,42.24105263,1.618947368
GA,MOUNTAIN LAKES MEDICAL CENTER,42.08,42.24105263,-0.161052632
GA,MURRAY MEDICAL CENTER,44.3,42.24105263,2.058947368
GA,NORTHEAST GEORGIA MEDICAL CENTER BARROW,40.4,42.24105263,-1.841052632
GA,"NORTHEAST GEORGIA MEDICAL CENTER, INC",42.82,42.24105263,0.578947368
GA,NORTHRIDGE MEDICAL CENTER,40.98,42.24105263,-1.261052632
GA,NORTHSIDE HOSPITAL,43.1,42.24105263,0.858947368
GA,NORTHSIDE HOSPITAL CHEROKEE,43.08,42.24105263,0.838947368
GA,NORTHSIDE HOSPITAL FORSYTH,43.36,42.24105263,1.118947368
GA,NORTHSIDE MEDICAL CENTER,44.84,42.24105263,2.598947368
GA,OCONEE REGIONAL MEDICAL CENTER,42.48,42.24105263,0.238947368
GA,OPTIM MEDICAL CENTER - SCREVEN,40.96,42.24105263,-1.281052632
GA,OPTIM MEDICAL CENTER - TATTNALL,40.96,42.24105263,-1.281052632
GA,PERRY HOSPITAL,42.14,42.24105263,-0.101052632
GA,PHOEBE PUTNEY MEMORIAL HOSPITAL,40.88,42.24105263,-1.361052632
GA,PHOEBE SUMTER MEDICAL CENTER,43.2,42.24105263,0.958947368
GA,PHOEBE WORTH MEDICAL CENTER,40.96,42.24105263,-1.281052632
GA,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,42,42.24105263,-0.241052632
GA,PIEDMONT FAYETTE HOSPITAL,41.28,42.24105263,-0.961052632
GA,PIEDMONT HENRY HOSPITAL,39.76,42.24105263,-2.481052632
GA,PIEDMONT HOSPITAL,42.42,42.24105263,0.178947368
GA,PIEDMONT MOUNTAINSIDE HOSPITAL INC,42.8,42.24105263,0.558947368
GA,"PIEDMONT NEWNAN HOSPITAL, INC",42.64,42.24105263,0.398947368
GA,PIEDMONT NEWTON HOSPITAL,40.18,42.24105263,-2.061052632
GA,PIONEER COMMUNITY HOSPITAL OF EARLY,40.96,42.24105263,-1.281052632
GA,POLK MEDICAL CENTER,44.74,42.24105263,2.498947368
GA,PUTNAM GENERAL HOSPITAL,42.22,42.24105263,-0.021052632
GA,REDMOND REGIONAL MEDICAL CENTER,42.46,42.24105263,0.218947368
GA,ROCKDALE MEDICAL CENTER,40.44,42.24105263,-1.801052632
GA,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",42.12,42.24105263,-0.121052632
GA,SGMC BERRIEN CAMPUS,44.06,42.24105263,1.818947368
GA,SGMC LANIER CAMPUS,44.68,42.24105263,2.438947368
GA,SOUTH GEORGIA MEDICAL CENTER,41.68,42.24105263,-0.561052632
GA,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,42,42.24105263,-0.241052632
GA,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,42.26,42.24105263,0.018947368
GA,SOUTHEASTERN REGIONAL MEDICAL CENTER,44.72,42.24105263,2.478947368
GA,SOUTHERN REGIONAL MEDICAL CENTER,38.68,42.24105263,-3.561052632
GA,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,40.66,42.24105263,-1.581052632
GA,ST FRANCIS HOSPITAL,42.36,42.24105263,0.118947368
GA,ST JOSEPH'S HOSPITAL - SAVANNAH,41.82,42.24105263,-0.421052632
GA,ST MARY'S GOOD SAMARITAN HOSPITAL,44.28,42.24105263,2.038947368
GA,ST MARY'S HOSPITAL,42.8,42.24105263,0.558947368
GA,"ST MARY'S SACRED HEART HOSPITAL, INC",42.94,42.24105263,0.698947368
GA,STEPHENS COUNTY HOSPITAL,42.96,42.24105263,0.718947368
GA,TANNER MEDICAL CENTER - CARROLLTON,43.94,42.24105263,1.698947368
GA,TANNER MEDICAL CENTER VILLA RICA,43.52,42.24105263,1.278947368
GA,TAYLOR REGIONAL HOSPITAL,42.46,42.24105263,0.218947368
GA,TIFT REGIONAL MEDICAL CENTER,42.72,42.24105263,0.478947368
GA,TRINITY HOSPITAL OF AUGUSTA,42.36,42.24105263,0.118947368
GA,TURNING POINT HOSPITAL,40.96,42.24105263,-1.281052632
GA,UNION GENERAL HOSPITAL,43.76,42.24105263,1.518947368
GA,UNIVERSITY HOSPITAL,43.42,42.24105263,1.178947368
GA,UNIVERSITY HOSPITAL MCDUFFIE,44.26,42.24105263,2.018947368
GA,UPSON REGIONAL MEDICAL CENTER,43.54,42.24105263,1.298947368
GA,WARM SPRINGS MEDICAL CENTER,40.96,42.24105263,-1.281052632
GA,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,43.06,42.24105263,0.818947368
GA,WAYNE MEMORIAL HOSPITAL,43.22,42.24105263,0.978947368
GA,WELLSTAR ATLANTA MEDICAL CENTER,39.78,42.24105263,-2.461052632
GA,WELLSTAR COBB HOSPITAL,41.06,42.24105263,-1.181052632
GA,WELLSTAR DOUGLAS HOSPITAL,42.86,42.24105263,0.618947368
GA,WELLSTAR KENNESTONE HOSPITAL,41.78,42.24105263,-0.461052632
GA,WELLSTAR NORTH FULTON HOSPITAL,39.06,42.24105263,-3.181052632
GA,WELLSTAR PAULDING HOSPITAL,43.22,42.24105263,0.978947368
GA,WELLSTAR SPALDING REGIONAL HOSPITAL,40.78,42.24105263,-1.461052632
GA,WELLSTAR SYLVAN GROVE HOSPITAL,40.96,42.24105263,-1.281052632
GA,WELLSTAR WEST GEORGIA MEDICAL CENTER,42.52,42.24105263,0.278947368
GA,WILLS MEMORIAL HOSPITAL,43.48,42.24105263,1.238947368
GU,GUAM MEMORIAL HOSPITAL AUTHORITY,40.96,40.96,0
GU,GUAM REGIONAL MEDICAL CITY,40.96,40.96,0
HI,CASTLE MEDICAL CENTER,43.9,41.72347826,2.176521739
HI,HALE HO'OLA HAMAKUA,40.96,41.72347826,-0.763478261
HI,HILO MEDICAL CENTER,41.8,41.72347826,0.076521739
HI,KAHUKU MEDICAL CENTER,40.96,41.72347826,-0.763478261
HI,KAISER FOUNDATION HOSPITAL,43.46,41.72347826,1.736521739
HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,40.96,41.72347826,-0.763478261
HI,KAU HOSPITAL,40.96,41.72347826,-0.763478261
HI,KAUAI VETERANS MEMORIAL HOSPITAL,42.02,41.72347826,0.296521739
HI,KOHALA HOSPITAL,40.96,41.72347826,-0.763478261
HI,KONA COMMUNITY HOSPITAL,40.6,41.72347826,-1.123478261
HI,KUAKINI MEDICAL CENTER,40.82,41.72347826,-0.903478261
HI,KULA HOSPITAL,40.96,41.72347826,-0.763478261
HI,LANAI COMMUNITY HOSPITAL,40.96,41.72347826,-0.763478261
HI,MAUI MEMORIAL MEDICAL CENTER,41.02,41.72347826,-0.703478261
HI,MOLOKAI GENERAL HOSPITAL,40.96,41.72347826,-0.763478261
HI,NORTH HAWAII COMMUNITY HOSPITAL,40.96,41.72347826,-0.763478261
HI,PALI MOMI MEDICAL CENTER,44.36,41.72347826,2.636521739
HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,40.96,41.72347826,-0.763478261
HI,SHRINERS HOSPITAL FOR CHILDREN,40.96,41.72347826,-0.763478261
HI,STRAUB CLINIC AND HOSPITAL,43.84,41.72347826,2.116521739
HI,THE QUEENS MEDICAL CENTER,42.34,41.72347826,0.616521739
HI,WAHIAWA GENERAL HOSPITAL,41.54,41.72347826,-0.183478261
HI,WILCOX MEMORIAL HOSPITAL,43.38,41.72347826,1.656521739
IA,ADAIR COUNTY MEMORIAL HOSPITAL,40.96,43.00586207,-2.045862069
IA,ALLEN HOSPITAL,42.56,43.00586207,-0.445862069
IA,AUDUBON COUNTY MEMORIAL HOSPITAL,40.96,43.00586207,-2.045862069
IA,AVERA HOLY FAMILY HOSPITAL,43.4,43.00586207,0.394137931
IA,BAUM HARMON MERCY HOSPITAL,46.52,43.00586207,3.514137931
IA,BOONE COUNTY HOSPITAL,42.44,43.00586207,-0.565862069
IA,BROADLAWNS MEDICAL CENTER,39.88,43.00586207,-3.125862069
IA,BUCHANAN COUNTY HEALTH CENTER,42.56,43.00586207,-0.445862069
IA,BUENA VISTA REGIONAL MEDICAL CENTER,44.72,43.00586207,1.714137931
IA,BURGESS HEALTH CENTER,43.68,43.00586207,0.674137931
IA,CASS COUNTY MEMORIAL HOSPITAL,43.66,43.00586207,0.654137931
IA,CENTRAL COMMUNITY HOSPITAL,43.28,43.00586207,0.274137931
IA,CHEROKEE REGIONAL MEDICAL CENTER,42.58,43.00586207,-0.425862069
IA,CHI HEALTH  - MERCY CORNING,45.76,43.00586207,2.754137931
IA,CHI HEALTH MERCY COUNCIL BLUFFS,42.62,43.00586207,-0.385862069
IA,CHI HEALTH MISSOURI VALLEY,46.12,43.00586207,3.114137931
IA,CLARINDA REGIONAL HEALTH CENTER,44.22,43.00586207,1.214137931
IA,CLARKE COUNTY HOSPITAL,46.42,43.00586207,3.414137931
IA,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,40.96,43.00586207,-2.045862069
IA,COVENANT MEDICAL CENTER,41.26,43.00586207,-1.745862069
IA,CRAWFORD COUNTY MEMORIAL HOSPITAL,41.5,43.00586207,-1.505862069
IA,DALLAS COUNTY HOSPITAL,44.52,43.00586207,1.514137931
IA,DAVIS COUNTY HOSPITAL,43.84,43.00586207,0.834137931
IA,DECATUR COUNTY HOSPITAL,44.06,43.00586207,1.054137931
IA,FINLEY HOSPITAL,42.82,43.00586207,-0.185862069
IA,FLOYD COUNTY MEDICAL CENTER,45.02,43.00586207,2.014137931
IA,FLOYD VALLEY HOSPITAL,44.08,43.00586207,1.074137931
IA,FORT MADISON COMMUNITY HOSPITAL,43.18,43.00586207,0.174137931
IA,FRANKLIN GENERAL HOSPITAL,40.96,43.00586207,-2.045862069
IA,GENESIS MEDICAL CENTER-DAVENPORT,41.5,43.00586207,-1.505862069
IA,GENESIS MEDICAL CENTER-DEWITT,43.34,43.00586207,0.334137931
IA,GEORGE C GRAPE COMMUNITY HOSPITAL,40.96,43.00586207,-2.045862069
IA,GREAT RIVER MEDICAL CENTER,41.76,43.00586207,-1.245862069
IA,GREATER REGIONAL MEDICAL CENTER,43.96,43.00586207,0.954137931
IA,GREENE COUNTY MEDICAL CENTER,40.96,43.00586207,-2.045862069
IA,GRINNELL REGIONAL MEDICAL CENTER,44.44,43.00586207,1.434137931
IA,GRUNDY COUNTY MEMORIAL HOSPITAL,45.42,43.00586207,2.414137931
IA,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,43.92,43.00586207,0.914137931
IA,GUTHRIE COUNTY HOSPITAL,44.88,43.00586207,1.874137931
IA,GUTTENBERG MUNICIPAL HOSPITAL,45.44,43.00586207,2.434137931
IA,HANCOCK COUNTY HEALTH SYSTEM,40.96,43.00586207,-2.045862069
IA,HANSEN FAMILY HOSPITAL,40.96,43.00586207,-2.045862069
IA,HAWARDEN REGIONAL HEALTHCARE,40.96,43.00586207,-2.045862069
IA,HEGG MEMORIAL HEALTH CENTER,42.88,43.00586207,-0.125862069
IA,HENRY COUNTY HEALTH CENTER,43.9,43.00586207,0.894137931
IA,HORN MEMORIAL HOSPITAL,43.38,43.00586207,0.374137931
IA,HUMBOLDT COUNTY MEMORIAL HOSPITAL,40.96,43.00586207,-2.045862069
IA,IOWA LUTHERAN HOSPITAL,42.36,43.00586207,-0.645862069
IA,IOWA METHODIST MEDICAL CENTER,42.5,43.00586207,-0.505862069
IA,IOWA SPECIALTY HOSPITAL - BELMOND,47.2,43.00586207,4.194137931
IA,IOWA SPECIALTY HOSPITAL-CLARION,44.34,43.00586207,1.334137931
IA,JACKSON COUNTY REGIONAL HEALTH CENTER,43.5,43.00586207,0.494137931
IA,JEFFERSON COUNTY HEALTH CENTER,43.62,43.00586207,0.614137931
IA,JONES REGIONAL MEDICAL CENTER,40.96,43.00586207,-2.045862069
IA,KEOKUK AREA HOSPITAL,40.52,43.00586207,-2.485862069
IA,KEOKUK COUNTY HEALTH CENTER,40.96,43.00586207,-2.045862069
IA,KNOXVILLE HOSPITAL & CLINICS,44.12,43.00586207,1.114137931
IA,KOSSUTH REGIONAL HEALTH CENTER,40.96,43.00586207,-2.045862069
IA,LAKES REGIONAL HEALTHCARE,43.9,43.00586207,0.894137931
IA,LORING HOSPITAL,45.9,43.00586207,2.894137931
IA,LUCAS COUNTY HEALTH CENTER,42.58,43.00586207,-0.425862069
IA,MADISON COUNTY MEMORIAL HOSPITAL,44.7,43.00586207,1.694137931
IA,MAHASKA  HEALTH PARTNERSHIP,44.2,43.00586207,1.194137931
IA,MANNING REGIONAL HEALTHCARE CENTER,43.96,43.00586207,0.954137931
IA,MARENGO MEMORIAL HOSPITAL,45.08,43.00586207,2.074137931
IA,MARY GREELEY MEDICAL CENTER,43.76,43.00586207,0.754137931
IA,MERCY HOSPITAL,43.14,43.00586207,0.134137931
IA,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,42.66,43.00586207,-0.345862069
IA,MERCY MEDICAL CENTER - CEDAR RAPIDS,42.66,43.00586207,-0.345862069
IA,MERCY MEDICAL CENTER-CENTERVILLE,42.82,43.00586207,-0.185862069
IA,MERCY MEDICAL CENTER-CLINTON,42.64,43.00586207,-0.365862069
IA,MERCY MEDICAL CENTER-DES MOINES,41.86,43.00586207,-1.145862069
IA,MERCY MEDICAL CENTER-DUBUQUE,43.88,43.00586207,0.874137931
IA,MERCY MEDICAL CENTER-DYERSVILLE,40.96,43.00586207,-2.045862069
IA,MERCY MEDICAL CENTER-NEW HAMPTON,40.96,43.00586207,-2.045862069
IA,MERCY MEDICAL CENTER-NORTH IOWA,41.86,43.00586207,-1.145862069
IA,MERCY MEDICAL CENTER-SIOUX CITY,40.44,43.00586207,-2.565862069
IA,METHODIST JENNIE EDMUNDSON,43.1,43.00586207,0.094137931
IA,MITCHELL COUNTY REGIONAL HEALTH,40.96,43.00586207,-2.045862069
IA,MONROE COUNTY HOSPITAL,43.72,43.00586207,0.714137931
IA,MONTGOMERY COUNTY MEMORIAL HOSPITAL,44.34,43.00586207,1.334137931
IA,MYRTUE MEDICAL CENTER,43.68,43.00586207,0.674137931
IA,ORANGE CITY AREA HEALTH SYSTEM,44.42,43.00586207,1.414137931
IA,OSCEOLA COMMUNITY HOSPITAL,44.2,43.00586207,1.194137931
IA,OTTUMWA REGIONAL HEALTH CENTER,40.94,43.00586207,-2.065862069
IA,PALO ALTO COUNTY HOSPITAL,40.96,43.00586207,-2.045862069
IA,PELLA REGIONAL HEALTH CENTER,43.48,43.00586207,0.474137931
IA,POCAHONTAS COMMUNITY HOSPITAL,40.96,43.00586207,-2.045862069
IA,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,45.08,43.00586207,2.074137931
IA,REGIONAL MEDICAL CENTER,44.36,43.00586207,1.354137931
IA,RINGGOLD COUNTY HOSPITAL,40.96,43.00586207,-2.045862069
IA,SANFORD ROCK RAPIDS MEDICAL CENTER,43.62,43.00586207,0.614137931
IA,SANFORD SHELDON MEDICAL CENTER,42.86,43.00586207,-0.145862069
IA,SARTORI MEMORIAL HOSPITAL,42.52,43.00586207,-0.485862069
IA,SHENANDOAH MEDICAL CENTER,39.62,43.00586207,-3.385862069
IA,SIOUX CENTER HEALTH,42.94,43.00586207,-0.065862069
IA,SKIFF MEDICAL CENTER,42.94,43.00586207,-0.065862069
IA,SPENCER MUNICIPAL HOSPITAL,43.58,43.00586207,0.574137931
IA,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,45.22,43.00586207,2.214137931
IA,ST LUKES HOSPITAL,42.26,43.00586207,-0.745862069
IA,ST LUKES REGIONAL MEDICAL CENTER,41.38,43.00586207,-1.625862069
IA,STEWART MEMORIAL COMMUNITY HOSPITAL,44.78,43.00586207,1.774137931
IA,STORY COUNTY HOSPITAL,43.18,43.00586207,0.174137931
IA,TRINITY MUSCATINE,42.28,43.00586207,-0.725862069
IA,TRINITY REGIONAL MEDICAL CENTER,42.24,43.00586207,-0.765862069
IA,UNITY POINT HEALTH TRINITY,42.08,43.00586207,-0.925862069
IA,UNITYPOINT HEALTH-MARSHALLTOWN,41.44,43.00586207,-1.565862069
IA,UNIVERSITY OF IOWA HOSPITAL & CLINICS,41.32,43.00586207,-1.685862069
IA,VAN BUREN COUNTY HOSPITAL,44.04,43.00586207,1.034137931
IA,VAN DIEST MEDICAL CENTER,42.68,43.00586207,-0.325862069
IA,VETERANS MEMORIAL HOSPITAL,45.18,43.00586207,2.174137931
IA,VIRGINIA GAY HOSPITAL,42.84,43.00586207,-0.165862069
IA,WASHINGTON COUNTY HOSPITAL AND CLINICS,44.86,43.00586207,1.854137931
IA,WAVERLY HEALTH CENTER,44.46,43.00586207,1.454137931
IA,WAYNE COUNTY HOSPITAL,40.96,43.00586207,-2.045862069
IA,WINNESHIEK MEDICAL CENTER,44.12,43.00586207,1.114137931
ID,BEAR LAKE MEMORIAL HOSPITAL,45.48,42.85853659,2.621463415
ID,BENEWAH COMMUNITY HOSPITAL,45.06,42.85853659,2.201463415
ID,BINGHAM MEMORIAL HOSPITAL,42.86,42.85853659,0.001463415
ID,BONNER GENERAL HOSPITAL,42.72,42.85853659,-0.138536585
ID,BOUNDARY COMMUNITY HOSPITAL,40.96,42.85853659,-1.898536585
ID,CARIBOU MEMORIAL HOSPITAL,43.32,42.85853659,0.461463415
ID,CASCADE MEDICAL CENTER,40.96,42.85853659,-1.898536585
ID,CASSIA REGIONAL HOSPITAL,43.3,42.85853659,0.441463415
ID,CLEARWATER VALLEY HOSPITAL & CLINICS,42.12,42.85853659,-0.738536585
ID,EASTERN IDAHO REGIONAL MEDICAL CENTER,41.6,42.85853659,-1.258536585
ID,FRANKLIN COUNTY MEDICAL CENTER,43.82,42.85853659,0.961463415
ID,GRITMAN MEDICAL CENTER,43.44,42.85853659,0.581463415
ID,IDAHO DOCTORS HOSPITAL,40.96,42.85853659,-1.898536585
ID,KOOTENAI HEALTH,42.64,42.85853659,-0.218536585
ID,LOST RIVERS MEDICAL CENTER,40.96,42.85853659,-1.898536585
ID,MADISON MEMORIAL HOSPITAL,42.12,42.85853659,-0.738536585
ID,MINIDOKA MEMORIAL HOSPITAL,45.18,42.85853659,2.321463415
ID,MOUNTAIN VIEW HOSPITAL,43,42.85853659,0.141463415
ID,NELL J REDFIELD MEMORIAL HOSPITAL,40.96,42.85853659,-1.898536585
ID,NORTH CANYON MEDICAL CENTER,44.84,42.85853659,1.981463415
ID,NORTHWEST SPECIALTY HOSPITAL,45.28,42.85853659,2.421463415
ID,PORTNEUF MEDICAL CENTER,42.26,42.85853659,-0.598536585
ID,POWER COUNTY HOSPITAL DISTRICT,40.96,42.85853659,-1.898536585
ID,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,41.56,42.85853659,-1.298536585
ID,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,41.56,42.85853659,-1.298536585
ID,SHOSHONE MEDICAL CENTER,43.86,42.85853659,1.001463415
ID,ST JOSEPH REGIONAL MEDICAL CENTER,42.18,42.85853659,-0.678536585
ID,ST LUKE'S ELMORE MEDICAL CENTER,39.34,42.85853659,-3.518536585
ID,ST LUKE'S JEROME,42.74,42.85853659,-0.118536585
ID,ST LUKE'S MAGIC VALLEY RMC,42.2,42.85853659,-0.658536585
ID,ST LUKE'S MCCALL,45.36,42.85853659,2.501463415
ID,ST LUKE'S REGIONAL MEDICAL CENTER,42.72,42.85853659,-0.138536585
ID,ST LUKE'S WOOD RIVER MEDICAL CENTER,44.54,42.85853659,1.681463415
ID,ST MARY'S HOSPITAL,42.88,42.85853659,0.021463415
ID,STEELE MEMORIAL MEDICAL CENTER,43.64,42.85853659,0.781463415
ID,SYRINGA GENERAL HOSPITAL,44.36,42.85853659,1.501463415
ID,TETON VALLEY HOSPITAL,43.88,42.85853659,1.021463415
ID,TREASURE VALLEY HOSPITAL,46.04,42.85853659,3.181463415
ID,VALOR HEALTH,40.96,42.85853659,-1.898536585
ID,WEISER MEMORIAL HOSPITAL,42.3,42.85853659,-0.558536585
ID,WEST VALLEY MEDICAL CENTER,42.28,42.85853659,-0.578536585
IL,ABRAHAM LINCOLN MEMORIAL HOSPITAL,44.12,42.53588889,1.584111111
IL,ADVENTIST BOLINGBROOK HOSPITAL,41.76,42.53588889,-0.775888889
IL,ADVENTIST GLENOAKS,42.08,42.53588889,-0.455888889
IL,ADVENTIST HINSDALE HOSPITAL,42.8,42.53588889,0.264111111
IL,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,43.34,42.53588889,0.804111111
IL,ADVOCATE BROMENN MEDICAL CENTER,42.96,42.53588889,0.424111111
IL,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,42.08,42.53588889,-0.455888889
IL,ADVOCATE CONDELL MEDICAL CENTER,42.24,42.53588889,-0.295888889
IL,ADVOCATE EUREKA  HOSPITAL,45.48,42.53588889,2.944111111
IL,ADVOCATE GOOD SAMARITAN HOSPITAL,42.5,42.53588889,-0.035888889
IL,ADVOCATE GOOD SHEPHERD HOSPITAL,42.22,42.53588889,-0.315888889
IL,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,42.32,42.53588889,-0.215888889
IL,ADVOCATE LUTHERAN GENERAL HOSPITAL,42.32,42.53588889,-0.215888889
IL,ADVOCATE SOUTH SUBURBAN HOSPITAL,40.44,42.53588889,-2.095888889
IL,ADVOCATE TRINITY HOSPITAL,40.8,42.53588889,-1.735888889
IL,ALEXIAN BROTHERS MEDICAL CENTER 1,41.82,42.53588889,-0.715888889
IL,ALTON MEMORIAL HOSPITAL,42.44,42.53588889,-0.095888889
IL,ANDERSON HOSPITAL,42.16,42.53588889,-0.375888889
IL,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,40.96,42.53588889,-1.575888889
IL,BLESSING HOSPITAL,42.6,42.53588889,0.064111111
IL,CARLINVILLE AREA HOSPITAL,44.62,42.53588889,2.084111111
IL,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,42.28,42.53588889,-0.255888889
IL,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,41.86,42.53588889,-0.675888889
IL,CENTRAL DUPAGE HOSPITAL,43.36,42.53588889,0.824111111
IL,CGH MEDICAL CENTER,43.02,42.53588889,0.484111111
IL,CLAY COUNTY HOSPITAL,41.52,42.53588889,-1.015888889
IL,COMMUNITY FIRST MEDICAL CENTER,38.86,42.53588889,-3.675888889
IL,COMMUNITY MEMORIAL HOSPITAL,43.8,42.53588889,1.264111111
IL,COPLEY MEMORIAL HOSPITAL,42.54,42.53588889,0.004111111
IL,CRAWFORD MEMORIAL HOSPITAL,44.4,42.53588889,1.864111111
IL,CROSSROADS COMMUNITY HOSPITAL,43.46,42.53588889,0.924111111
IL,DECATUR MEMORIAL HOSPITAL,42.04,42.53588889,-0.495888889
IL,DELNOR COMMUNITY HOSPITAL,43.04,42.53588889,0.504111111
IL,EDWARD HOSPITAL,42.44,42.53588889,-0.095888889
IL,ELMHURST MEMORIAL HOSPITAL,42.4,42.53588889,-0.135888889
IL,EVANSTON HOSPITAL,42.6,42.53588889,0.064111111
IL,FAIRFIELD MEMORIAL HOSPITAL 1,43.26,42.53588889,0.724111111
IL,FAYETTE COUNTY HOSPITAL,44.24,42.53588889,1.704111111
IL,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,43.1,42.53588889,0.564111111
IL,FHN MEMORIAL HOSPITAL,41.76,42.53588889,-0.775888889
IL,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,40.4,42.53588889,-2.135888889
IL,FRANKLIN HOSPITAL,45.76,42.53588889,3.224111111
IL,GALESBURG COTTAGE HOSPITAL,42.16,42.53588889,-0.375888889
IL,GATEWAY REGIONAL MEDICAL CENTER,41.6,42.53588889,-0.935888889
IL,GENESIS HEALTH SYSTEM,40.72,42.53588889,-1.815888889
IL,"GENESIS MEDICAL CENTER, ALEDO",43.56,42.53588889,1.024111111
IL,GIBSON COMMUNITY HOSPITAL,43.98,42.53588889,1.444111111
IL,GOOD SAMARITAN REGIONAL HLTH CENTER,43.58,42.53588889,1.044111111
IL,GRAHAM HOSPITAL ASSOCIATION,42.56,42.53588889,0.024111111
IL,GREENVILLE REGIONAL HOSPITAL,43.92,42.53588889,1.384111111
IL,HAMILTON MEMORIAL HOSPITAL DISTRICT,41.24,42.53588889,-1.295888889
IL,HAMMOND HENRY HOSPITAL,44.36,42.53588889,1.824111111
IL,HARDIN COUNTY GENERAL HOSPITAL,42.78,42.53588889,0.244111111
IL,HARRISBURG MEDICAL CENTER,42.28,42.53588889,-0.255888889
