State,Hospital Name,Rating,MortalityRate,Preventability,StateMortAverage,MortDifference,StatePrevAverage,PrevDifference
FL,FLORIDA HOSPITAL ZEPHYRHILLS,8.832797333,14.505098,5.75828935,13.67497818,0.830119819,6.266561709,-0.508272359
FL,FLORIDA STATE HOSPITAL UNIT 31 MED,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,FORT WALTON BEACH MEDICAL CENTER,9.541998373,15.771372,6.08415295,13.67497818,2.096393819,6.266561709,-0.182408759
FL,GEORGE E WEEMS MEMORIAL HOSPITAL,8.63907366,13.693428,6.29475,13.67497818,0.018449819,6.266561709,0.028188291
FL,GOOD SAMARITAN MEDICAL CENTER,8.567459175,13.624151,6.1831663,13.67497818,-0.050827181,6.266561709,-0.083395409
FL,GULF BREEZE HOSPITAL,7.498136868,11.301767,6.24658965,13.67497818,-2.373211181,6.266561709,-0.019972059
FL,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,8.567289208,13.718248,6.05632185,13.67497818,0.043269819,6.266561709,-0.210239859
FL,GULF COAST REGIONAL MEDICAL CENTER,8.38283905,13.207185,6.215606,13.67497818,-0.467793181,6.266561709,-0.050955709
FL,HALIFAX HEALTH MEDICAL CENTER,9.919586715,16.378246,6.3480317,13.67497818,2.703267819,6.266561709,0.081469991
FL,HEALTH CENTRAL,9.207682823,14.437205,6.92056135,13.67497818,0.762226819,6.266561709,0.653999641
FL,HEALTHMARK REGIONAL MEDICAL CENTER,8.868723325,14.199738,6.2709899,13.67497818,0.524759819,6.266561709,0.004428191
FL,HEART OF FLORIDA REGIONAL MEDICAL CENTER,8.681503835,13.72216,6.3773961,13.67497818,0.047181819,6.266561709,0.110834391
FL,HENDRY REGIONAL MEDICAL CENTER,8.75667847,13.943651,6.29475,13.67497818,0.268672819,6.266561709,0.028188291
FL,HIALEAH HOSPITAL,8.24164122,12.864559,6.2722814,13.67497818,-0.810419181,6.266561709,0.005719691
FL,HIGHLANDS REGIONAL MEDICAL CENTER,8.669843538,13.846408,6.17723365,13.67497818,0.171429819,6.266561709,-0.089328059
FL,HOLMES REGIONAL MEDICAL CENTER,8.611764285,13.46594,6.5222071,13.67497818,-0.209038181,6.266561709,0.255645391
FL,HOLY CROSS HOSPITAL,8.26509159,13.485647,5.50525,13.67497818,-0.189331181,6.266561709,-0.761311709
FL,HOMESTEAD HOSPITAL,8.533954153,13.672967,6.02188475,13.67497818,-0.002011181,6.266561709,-0.244676959
FL,INDIAN RIVER MEDICAL CENTER,8.9037546,14.43493,6.05525,13.67497818,0.759951819,6.266561709,-0.211311709
FL,JACKSON HOSPITAL,8.723871088,13.964319,6.17326045,13.67497818,0.289340819,6.266561709,-0.093301259
FL,JACKSON MEMORIAL HOSPITAL,9.54436315,14.061145,8.3875,13.67497818,0.386166819,6.266561709,2.120938291
FL,JAY HOSPITAL,8.48607221,13.367893,6.29475,13.67497818,-0.307085181,6.266561709,0.028188291
FL,JFK MEDICAL CENTER,8.206505398,13.640966,5.12928965,13.67497818,-0.034012181,6.266561709,-1.137272059
FL,JUPITER MEDICAL CENTER,7.81976441,12.878736,5.0478814,13.67497818,-0.796242181,6.266561709,-1.218680309
FL,KENDALL REGIONAL MEDICAL CENTER,7.846276558,12.576883,5.52897585,13.67497818,-1.098095181,6.266561709,-0.737585859
FL,LAKE BUTLER HOSPITAL,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,LAKE CITY MEDICAL CENTER,8.11780149,12.444167,6.48298,13.67497818,-1.230811181,6.266561709,0.216418291
FL,LAKE WALES MEDICAL CENTER,8.72215367,14.046864,6.0575074,13.67497818,0.371885819,6.266561709,-0.209054309
FL,LAKELAND REGIONAL MEDICAL CENTER,10.07130027,15.872096,7.46118615,13.67497818,2.197117819,6.266561709,1.194624441
FL,LAKESIDE MEDICAL CENTER,8.738829063,13.733897,6.52542135,13.67497818,0.058918819,6.266561709,0.258859641
FL,LAKEWOOD RANCH MEDICAL CENTER,8.671352753,13.842132,6.18728775,13.67497818,0.167153819,6.266561709,-0.079273959
FL,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,LARGO MEDICAL CENTER,9.31332624,14.997543,6.4699458,13.67497818,1.322564819,6.266561709,0.203384091
FL,LARKIN COMMUNITY HOSPITAL,7.929024528,12.501175,5.86706365,13.67497818,-1.173803181,6.266561709,-0.399498059
FL,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,8.37543657,13.293536,6.078499,13.67497818,-0.381442181,6.266561709,-0.188062709
FL,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,8.700088285,13.634467,6.5482537,13.67497818,-0.040511181,6.266561709,0.281691991
FL,LEE MEMORIAL HOSPITAL,8.55609268,13.901092,5.7787984,13.67497818,0.226113819,6.266561709,-0.487763309
FL,LEESBURG REGIONAL MEDICAL CENTER,8.840396653,14.137053,6.27423355,13.67497818,0.462074819,6.266561709,0.007671841
FL,LEHIGH REGIONAL MEDICAL CENTER,8.190604128,12.882691,6.10211245,13.67497818,-0.792287181,6.266561709,-0.164449259
FL,LOWER KEYS MEDICAL CENTER,9.13655738,14.417822,6.7433744,13.67497818,0.742843819,6.266561709,0.476812691
FL,MADISON COUNTY MEMORIAL HOSPITAL,8.69279936,13.807738,6.29475,13.67497818,0.132759819,6.266561709,0.028188291
FL,MANATEE MEMORIAL HOSPITAL,9.78925126,16.002313,6.480469,13.67497818,2.327334819,6.266561709,0.213907291
FL,MARINERS HOSPITAL,8.60789668,13.627094,6.29475,13.67497818,-0.047884181,6.266561709,0.028188291
FL,MARTIN MEDICAL CENTER,7.875922988,13.035588,4.99770465,13.67497818,-0.639390181,6.266561709,-1.268857059
FL,MAYO CLINIC,8.01155226,12.782558,5.725,13.67497818,-0.892420181,6.266561709,-0.541561709
FL,MEASE COUNTRYSIDE HOSPITAL,8.78279823,14.132709,6.1155,13.67497818,0.457730819,6.266561709,-0.151061709
FL,MEASE DUNEDIN HOSPITAL,8.816317608,14.294178,5.99443985,13.67497818,0.619199819,6.266561709,-0.272121859
FL,MEDICAL CENTER OF TRINITY,8.87132547,14.434343,5.9633836,13.67497818,0.759364819,6.266561709,-0.303178109
FL,MEMORIAL HOSPITAL JACKSONVILLE,8.017395323,12.839333,5.66545375,13.67497818,-0.835645181,6.266561709,-0.601107959
FL,MEMORIAL HOSPITAL MIRAMAR,8.393265815,13.12513,6.3555849,13.67497818,-0.549848181,6.266561709,0.089023191
FL,MEMORIAL HOSPITAL OF TAMPA,8.365493355,13.174583,6.2098267,13.67497818,-0.500395181,6.266561709,-0.056735009
FL,MEMORIAL HOSPITAL PEMBROKE,7.744785725,11.977691,6.0436313,13.67497818,-1.697287181,6.266561709,-0.222930409
FL,MEMORIAL HOSPITAL WEST,7.700041668,11.557189,6.48046525,13.67497818,-2.117789181,6.266561709,0.213903541
FL,MEMORIAL REGIONAL HOSPITAL,7.537407445,11.94527,5.4946587,13.67497818,-1.729708181,6.266561709,-0.771903009
FL,"MIAMI MEDICAL CENTER, THE",8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,MORTON PLANT HOSPITAL,8.782517718,13.940939,6.37221825,13.67497818,0.265960819,6.266561709,0.105656541
FL,MORTON PLANT NORTH BAY HOSPITAL,8.461274115,13.222433,6.4192303,13.67497818,-0.452545181,6.266561709,0.152668591
FL,MOUNT SINAI MEDICAL CENTER,7.126306208,11.288868,5.20153785,13.67497818,-2.386110181,6.266561709,-1.065023859
FL,MUNROE REGIONAL MEDICAL CENTER,9.579451045,15.997817,5.8870773,13.67497818,2.322838819,6.266561709,-0.379484409
FL,NAPLES COMMUNITY HOSPITAL,8.550292055,14.211621,5.3452291,13.67497818,0.536642819,6.266561709,-0.921332609
FL,NEMOURS CHILDREN'S HOSPITAL,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,NICKLAUS CHILDREN'S HOSPITAL,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,NORTH FLORIDA REGIONAL MEDICAL CENTER,8.66750412,13.30318,6.9000272,13.67497818,-0.371798181,6.266561709,0.633465491
FL,NORTH OKALOOSA MEDICAL CENTER,8.742682408,14.208818,5.89867985,13.67497818,0.533839819,6.266561709,-0.367881859
FL,NORTH SHORE MEDICAL CENTER,8.71681759,14.221114,5.8082686,13.67497818,0.546135819,6.266561709,-0.458293109
FL,NORTHSIDE HOSPITAL,8.485573945,13.549461,6.0495065,13.67497818,-0.125517181,6.266561709,-0.217055209
FL,NORTHWEST FLORIDA COMMUNITY HOSPITAL,9.01998845,14.503885,6.29475,13.67497818,0.828906819,6.266561709,0.028188291
FL,NORTHWEST MEDICAL CENTER,8.306425618,13.247504,5.94313925,13.67497818,-0.427474181,6.266561709,-0.323422459
FL,OAK HILL HOSPITAL,9.31053527,14.917603,6.5693196,13.67497818,1.242624819,6.266561709,0.302757891
FL,OCALA REGIONAL MEDICAL CENTER,10.65488167,17.629961,6.768,13.67497818,3.954982819,6.266561709,0.501438291
FL,ORANGE PARK MEDICAL CENTER,8.62818671,14.107971,5.7069724,13.67497818,0.432992819,6.266561709,-0.559589309
FL,ORLANDO HEALTH,8.605360345,13.544364,6.3985979,13.67497818,-0.130614181,6.266561709,0.132036191
FL,OSCEOLA REGIONAL MEDICAL CENTER,7.696399218,11.436866,6.63163485,13.67497818,-2.238112181,6.266561709,0.365073141
FL,OVIEDO MEDICAL CENTER,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,PALM BAY HOSPITAL,8.647296468,13.824589,6.14211325,13.67497818,0.149610819,6.266561709,-0.124448459
FL,PALM BEACH GARDENS MEDICAL CENTER,7.750185008,11.930144,6.12290665,13.67497818,-1.744834181,6.266561709,-0.143655059
FL,PALMETTO GENERAL HOSPITAL,8.927929545,14.372445,6.2082297,13.67497818,0.697466819,6.266561709,-0.058332009
FL,PALMS OF PASADENA HOSPITAL,9.353463515,15.010181,6.5676527,13.67497818,1.335202819,6.266561709,0.301090991
FL,PALMS WEST HOSPITAL,8.444589135,13.669729,5.7709043,13.67497818,-0.005249181,6.266561709,-0.495657409
FL,PARRISH MEDICAL CENTER,9.036900073,14.510126,6.33468815,13.67497818,0.835147819,6.266561709,0.068126441
FL,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,8.838540415,14.632385,5.6037699,13.67497818,0.957406819,6.266561709,-0.662791809
FL,PLANTATION GENERAL HOSPITAL,7.43573465,11.490263,5.8151744,13.67497818,-2.184715181,6.266561709,-0.451387309
FL,POINCIANA MEDICAL CENTER,8.623654013,13.694161,6.24970955,13.67497818,0.019182819,6.266561709,-0.016852159
FL,PUTNAM COMMUNITY MEDICAL CENTER,8.738362775,13.620728,6.6760589,13.67497818,-0.054250181,6.266561709,0.409497191
FL,RAULERSON HOSPITAL,8.28629361,12.938737,6.3002492,13.67497818,-0.736241181,6.266561709,0.033687491
FL,REGIONAL GENERAL HOSPITAL WILLISTON,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,REGIONAL MEDICAL CENTER BAYONET POINT,9.472695153,15.476735,6.28179915,13.67497818,1.801756819,6.266561709,0.015237441
FL,SACRED HEART HOSPITAL,9.534886955,15.835504,5.9777145,13.67497818,2.160525819,6.266561709,-0.288847209
FL,SACRED HEART HOSPITAL ON THE EMERALD COAST,8.660526828,13.972992,5.98063025,13.67497818,0.298013819,6.266561709,-0.285931459
FL,SACRED HEART HOSPITAL ON THE GULF,8.32192565,13.018645,6.29475,13.67497818,-0.656333181,6.266561709,0.028188291
FL,SANTA ROSA MEDICAL CENTER,8.457651525,13.2829,6.3276815,13.67497818,-0.392078181,6.266561709,0.061119791
FL,SARASOTA MEMORIAL HOSPITAL,8.521802943,13.396977,6.35778215,13.67497818,-0.278001181,6.266561709,0.091220441
FL,SEBASTIAN RIVER MEDICAL CENTER,8.437731485,12.898215,6.7873441,13.67497818,-0.776763181,6.266561709,0.520782391
FL,SEVEN RIVERS REGIONAL MEDICAL CENTER,9.865229608,16.232817,6.38801605,13.67497818,2.557838819,6.266561709,0.121454341
FL,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,8.218359693,12.907448,6.14816895,13.67497818,-0.767530181,6.266561709,-0.118392759
FL,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,8.72488391,13.876003,6.29475,13.67497818,0.201024819,6.266561709,0.028188291
FL,SHANDS STARKE REGIONAL MEDICAL CENTER,8.53085616,13.463178,6.29475,13.67497818,-0.211800181,6.266561709,0.028188291
FL,SHRINERS HOSPITALS FOR CHILDREN-TAMPA,8.66506983,13.748739,6.29475,13.67497818,0.073760819,6.266561709,0.028188291
FL,SOUTH BAY HOSPITAL,8.691432238,13.637605,6.51930825,13.67497818,-0.037373181,6.266561709,0.252746541
FL,SOUTH FLORIDA BAPTIST HOSPITAL,8.4159304,13.286885,6.203127,13.67497818,-0.388093181,6.266561709,-0.063434709
FL,SOUTH LAKE HOSPITAL,8.810152298,13.358078,7.23387325,13.67497818,-0.316900181,6.266561709,0.967311541
FL,SOUTH MIAMI HOSPITAL,8.638534525,13.464792,6.6002351,13.67497818,-0.210186181,6.266561709,0.333673391
FL,ST ANTHONYS HOSPITAL,8.47071993,11.843819,8.2975,13.67497818,-1.831159181,6.266561709,2.030938291
FL,ST CLOUD REGIONAL MEDICAL CENTER,8.954010005,14.311349,6.3647885,13.67497818,0.636370819,6.266561709,0.098226791
FL,ST JOSEPHS HOSPITAL,8.555673065,13.453106,6.3791807,13.67497818,-0.221872181,6.266561709,0.112618991
FL,ST LUCIE MEDICAL CENTER,8.982991598,14.66641,5.97079685,13.67497818,0.991431819,6.266561709,-0.295764859
FL,ST MARY'S MEDICAL CENTER,9.873539603,16.468151,6.09573895,13.67497818,2.793172819,6.266561709,-0.170822759
FL,ST PETERSBURG GENERAL HOSPITAL,8.517838398,13.658507,5.99525745,13.67497818,-0.016471181,6.266561709,-0.271304259
FL,ST VINCENT'S MEDICAL CENTER RIVERSIDE,8.365393683,13.449057,5.84096255,13.67497818,-0.225921181,6.266561709,-0.425599159
FL,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,8.543447948,13.532361,6.23782365,13.67497818,-0.142617181,6.266561709,-0.028738059
FL,ST VINCENTS MEDICAL CENTER - CLAY COUNTY,8.404856705,13.001996,6.5540531,13.67497818,-0.672982181,6.266561709,0.287491391
FL,STEWARD MELBOURNE HOSPITAL,8.36805155,13.088115,6.33325,13.67497818,-0.586863181,6.266561709,0.066688291
FL,STEWARD ROCKLEDGE HOSPITAL,8.54369229,13.083707,6.841,13.67497818,-0.591271181,6.266561709,0.574438291
FL,TALLAHASSEE MEMORIAL HOSPITAL,9.34390879,15.295657,6.157,13.67497818,1.620678819,6.266561709,-0.109561709
FL,TAMPA COMMUNITY HOSPITAL,8.658175238,13.871419,6.11030945,13.67497818,0.196440819,6.266561709,-0.156252259
FL,TAMPA GENERAL HOSPITAL,9.950338338,14.402814,9.08861645,13.67497818,0.727835819,6.266561709,2.822054741
FL,TWIN CITIES HOSPITAL,8.368750993,13.373413,5.95213395,13.67497818,-0.301565181,6.266561709,-0.314427759
FL,UF HEALTH JACKSONVILLE,9.12603905,13.806865,7.53375,13.67497818,0.131886819,6.266561709,1.267188291
FL,UF HEALTH SHANDS HOSPITAL,8.47284786,13.430908,6.172346,13.67497818,-0.244070181,6.266561709,-0.094215709
FL,UNIVERSITY HOSPITAL AND MEDICAL CENTER,8.149982323,12.672264,6.26862355,13.67497818,-1.002714181,6.266561709,0.002061841
FL,UNIVERSITY OF MIAMI HOSPITAL,8.075884908,12.321368,6.52811985,13.67497818,-1.353610181,6.266561709,0.261558141
FL,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,8.73505213,14.080829,6.04875,13.67497818,0.405850819,6.266561709,-0.217811709
FL,VIERA HOSPITAL,8.374175658,12.75047,6.80415645,13.67497818,-0.924508181,6.266561709,0.537594741
FL,"VILLAGES REGIONAL HOSPITAL, THE",9.24636591,14.40555,7.0735926,13.67497818,0.730571819,6.266561709,0.807030891
FL,WELLINGTON REGIONAL MEDICAL CENTER LLC,9.23709535,15.163155,6.02975,13.67497818,1.488176819,6.266561709,-0.236811709
FL,WEST BOCA MEDICAL CENTER,8.426449148,13.486852,5.96465345,13.67497818,-0.188126181,6.266561709,-0.301908259
FL,WEST FLORIDA HOSPITAL,8.277524608,13.608328,5.37602985,13.67497818,-0.066650181,6.266561709,-0.890531859
FL,WEST KENDALL BAPTIST HOSPITAL,8.10440967,12.444124,6.4447754,13.67497818,-1.230854181,6.266561709,0.178213691
FL,WESTCHESTER GENERAL HOSPITAL,8.30598202,13.091288,6.1516476,13.67497818,-0.583690181,6.266561709,-0.114914109
FL,WESTSIDE REGIONAL MEDICAL CENTER,8.681769305,13.85176,6.2041203,13.67497818,0.176781819,6.266561709,-0.062441409
FL,WINTER HAVEN HOSPITAL,8.881634288,14.369199,6.08031645,13.67497818,0.694220819,6.266561709,-0.186245259
GA,APPLING HOSPITAL,8.64534064,13.706762,6.29475,13.9436529,-0.236890902,6.333496595,-0.038746595
GA,AU MEDICAL CENTER,9.73824616,14.917678,7.79125,13.9436529,0.974025098,6.333496595,1.457753405
GA,BACON COUNTY HOSPITAL,8.68454898,13.790184,6.29475,13.9436529,-0.153468902,6.333496595,-0.038746595
GA,BLECKLEY MEMORIAL HOSPITAL,8.76714537,13.965921,6.29475,13.9436529,0.022268098,6.333496595,-0.038746595
GA,BROOKS COUNTY HOSPITAL,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,BURKE MEDICAL CENTER,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,CANDLER COUNTY HOSPITAL,8.61635574,13.645092,6.29475,13.9436529,-0.298560902,6.333496595,-0.038746595
GA,CANDLER HOSPITAL,8.264278165,13.092999,6.0301961,13.9436529,-0.850653902,6.333496595,-0.303300495
GA,CARTERSVILLE MEDICAL CENTER,8.698270638,13.959243,6.10693265,13.9436529,0.015590098,6.333496595,-0.226563945
GA,CHATUGE REGIONAL HOSPITAL,8.57491819,13.556927,6.29475,13.9436529,-0.386725902,6.333496595,-0.038746595
GA,CHESTATEE REGIONAL HOSPITAL,8.986373538,14.505272,6.19684485,13.9436529,0.561619098,6.333496595,-0.136651745
GA,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,CLEARVIEW  REGIONAL MEDICAL CENTER,8.88501907,13.717281,6.96542,13.9436529,-0.226371902,6.333496595,0.631923405
GA,CLINCH MEMORIAL HOSPITAL,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,COFFEE REGIONAL MEDICAL CENTER,8.840799743,14.224989,6.15729975,13.9436529,0.281336098,6.333496595,-0.176196845
GA,COLISEUM MEDICAL CENTERS,9.43433795,14.544735,7.42375,13.9436529,0.601082098,6.333496595,1.090253405
GA,COLISEUM NORTHSIDE HOSPITAL,8.402657233,13.493012,5.88840455,13.9436529,-0.450640902,6.333496595,-0.445092045
GA,COLQUITT REGIONAL MEDICAL CENTER,8.984657258,14.466619,6.24384665,13.9436529,0.522966098,6.333496595,-0.089649945
GA,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,8.82585683,14.090839,6.29475,13.9436529,0.147186098,6.333496595,-0.038746595
GA,CORNERSTONE MEDICAL CENTER,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,CRISP REGIONAL HOSPITAL,8.6803606,13.679829,6.4309742,13.9436529,-0.263823902,6.333496595,0.097477605
GA,DEKALB MEDICAL CENTER,9.017397138,14.433801,6.38145905,13.9436529,0.490148098,6.333496595,0.047962455
GA,DEKALB MEDICAL CENTER AT HILLANDALE,8.76248545,13.672755,6.675116,13.9436529,-0.270897902,6.333496595,0.341619405
GA,DOCTORS HOSPITAL,8.871673113,14.032744,6.50366695,13.9436529,0.089091098,6.333496595,0.170170355
GA,DODGE COUNTY HOSPITAL,8.814466695,14.119202,6.2241193,13.9436529,0.175549098,6.333496595,-0.109377295
GA,DONALSONVILLE HOSPITAL INC,8.700811668,13.841526,6.27226985,13.9436529,-0.102126902,6.333496595,-0.061226745
GA,DORMINY MEDICAL CENTER,8.83555436,14.128474,6.2719188,13.9436529,0.184821098,6.333496595,-0.061577795
GA,EAST GEORGIA REGIONAL MEDICAL CENTER,8.825520083,14.277667,6.04290455,13.9436529,0.334014098,6.333496595,-0.290592045
GA,EASTSIDE MEDICAL CENTER,8.697512513,13.862793,6.23428515,13.9436529,-0.080859902,6.333496595,-0.099211445
GA,EFFINGHAM HEALTH SYSTEM,8.56253557,13.530581,6.29475,13.9436529,-0.413071902,6.333496595,-0.038746595
GA,ELBERT MEMORIAL HOSPITAL,8.73771397,13.903301,6.29475,13.9436529,-0.040351902,6.333496595,-0.038746595
GA,EMANUEL MEDICAL CENTER,8.886460505,14.125201,6.4217601,13.9436529,0.181548098,6.333496595,0.088263505
GA,EMORY JOHNS CREEK HOSPITAL,7.387712555,11.325985,5.8985703,13.9436529,-2.617667902,6.333496595,-0.434926295
GA,EMORY UNIVERSITY HOSPITAL,8.100665668,13.185508,5.43850545,13.9436529,-0.758144902,6.333496595,-0.894991145
GA,EMORY UNIVERSITY HOSPITAL MIDTOWN,7.995527135,12.04404,6.6709381,13.9436529,-1.899612902,6.333496595,0.337441505
GA,EVANS MEMORIAL HOSPITAL,8.56026876,13.525758,6.29475,13.9436529,-0.417894902,6.333496595,-0.038746595
GA,FAIRVIEW PARK HOSPITAL,8.415084,13.192264,6.3277712,13.9436529,-0.751388902,6.333496595,-0.005725395
GA,FANNIN REGIONAL HOSPITAL,9.057984528,14.655411,6.19983245,13.9436529,0.711758098,6.333496595,-0.133664145
GA,FLINT RIVER COMMUNITY HOSPITAL,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,FLOYD MEDICAL CENTER,9.333599843,15.262951,6.17146535,13.9436529,1.319298098,6.333496595,-0.162031245
GA,GORDON HOSPITAL,8.21054458,13.001772,5.9991764,13.9436529,-0.941880902,6.333496595,-0.334320195
GA,GRADY GENERAL HOSPITAL,8.74253812,13.757423,6.5044266,13.9436529,-0.186229902,6.333496595,0.170930005
GA,GRADY MEMORIAL HOSPITAL,9.536758295,15.621194,6.2708489,13.9436529,1.677541098,6.333496595,-0.062647695
GA,GWINNETT MEDICAL CENTER,8.239065738,12.959265,6.13774625,13.9436529,-0.984387902,6.333496595,-0.195750345
GA,HABERSHAM COUNTY MEDICAL CTR,8.867750678,14.336258,6.08488405,13.9436529,0.392605098,6.333496595,-0.248612545
GA,HAMILTON MEDICAL CENTER,8.84877691,13.970475,6.5218676,13.9436529,0.026822098,6.333496595,0.188371005
GA,HIGGINS GENERAL HOSPITAL,8.73343838,13.894204,6.29475,13.9436529,-0.049448902,6.333496595,-0.038746595
GA,HOUSTON MEDICAL CENTER,7.833300998,12.262909,5.91352505,13.9436529,-1.680743902,6.333496595,-0.419971545
GA,IRWIN COUNTY HOSPITAL,8.71706217,13.859361,6.29475,13.9436529,-0.084291902,6.333496595,-0.038746595
GA,JASPER MEMORIAL HOSPITAL,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,JEFF DAVIS HOSPITAL,8.61221739,13.636287,6.29475,13.9436529,-0.307365902,6.333496595,-0.038746595
GA,JEFFERSON HOSPITAL,9.02085325,14.505725,6.29475,13.9436529,0.562072098,6.333496595,-0.038746595
GA,JENKIN COUNTY MEDICAL CENTER,8.68240061,13.785613,6.29475,13.9436529,-0.158039902,6.333496595,-0.038746595
GA,JOHN D ARCHBOLD MEMORIAL HOSPITAL,8.239942223,12.976409,6.11722855,13.9436529,-0.967243902,6.333496595,-0.216268045
GA,LIBERTY REGIONAL MEDICAL CENTER,8.74030884,13.908822,6.29475,13.9436529,-0.034830902,6.333496595,-0.038746595
GA,MEADOWS REGIONAL MEDICAL CENTER,8.403707355,13.072389,6.4562415,13.9436529,-0.871263902,6.333496595,0.122744905
GA,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",8.60260401,13.615833,6.29475,13.9436529,-0.327819902,6.333496595,-0.038746595
GA,"MEDICAL CENTER, NAVICENT HEALTH (THE)",9.387411625,15.275481,6.3083873,13.9436529,1.331828098,6.333496595,-0.025109295
GA,"MEMORIAL HEALTH UNIV MED CEN, INC",9.71296712,14.278946,8.57675,13.9436529,0.335293098,6.333496595,2.243253405
GA,MEMORIAL HOSPITAL AND MANOR,9.152129033,14.820464,6.24717415,13.9436529,0.876811098,6.333496595,-0.086322445
GA,MEMORIAL SATILLA HEALTH,8.92344523,14.129059,6.52225,13.9436529,0.185406098,6.333496595,0.188753405
GA,MIDTOWN MEDICAL CENTER,9.695517158,15.584269,6.77403065,13.9436529,1.640616098,6.333496595,0.440534055
GA,MILLER COUNTY HOSPITAL,9.04634699,14.559967,6.29475,13.9436529,0.616314098,6.333496595,-0.038746595
GA,MITCHELL COUNTY HOSPITAL,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,MONROE COUNTY HOSPITAL,8.91928014,14.289612,6.29475,13.9436529,0.345959098,6.333496595,-0.038746595
GA,MORGAN MEMORIAL HOSPITAL,8.68240061,13.785613,6.29475,13.9436529,-0.158039902,6.333496595,-0.038746595
GA,MOUNTAIN LAKES MEDICAL CENTER,8.64487534,13.705772,6.29475,13.9436529,-0.237880902,6.333496595,-0.038746595
GA,MURRAY MEDICAL CENTER,8.55641335,13.517555,6.29475,13.9436529,-0.426097902,6.333496595,-0.038746595
GA,NORTHEAST GEORGIA MEDICAL CENTER BARROW,8.45790592,13.357486,6.22825,13.9436529,-0.586166902,6.333496595,-0.105246595
GA,"NORTHEAST GEORGIA MEDICAL CENTER, INC",8.549474273,13.205178,6.69440175,13.9436529,-0.738474902,6.333496595,0.360905155
GA,NORTHRIDGE MEDICAL CENTER,9.04917306,14.40487,6.5110976,13.9436529,0.461217098,6.333496595,0.177601005
GA,NORTHSIDE HOSPITAL,8.963880115,14.250272,6.4750065,13.9436529,0.306619098,6.333496595,0.141509905
GA,NORTHSIDE HOSPITAL CHEROKEE,9.471138785,15.451551,6.3111709,13.9436529,1.507898098,6.333496595,-0.022325695
GA,NORTHSIDE HOSPITAL FORSYTH,9.364847485,15.33518,6.1637511,13.9436529,1.391527098,6.333496595,-0.169745495
GA,NORTHSIDE MEDICAL CENTER,8.487662268,13.748739,5.78787125,13.9436529,-0.194913902,6.333496595,-0.545625345
GA,OCONEE REGIONAL MEDICAL CENTER,8.225178278,12.942851,6.12010945,13.9436529,-1.000801902,6.333496595,-0.213387145
GA,OPTIM MEDICAL CENTER - SCREVEN,8.70839678,13.840924,6.29475,13.9436529,-0.102728902,6.333496595,-0.038746595
GA,OPTIM MEDICAL CENTER - TATTNALL,8.66506983,13.748739,6.29475,13.9436529,-0.194913902,6.333496595,-0.038746595
GA,PERRY HOSPITAL,8.44107252,13.342685,6.2000302,13.9436529,-0.600967902,6.333496595,-0.133466395
GA,PHOEBE PUTNEY MEMORIAL HOSPITAL,10.13106588,16.080448,7.35215805,13.9436529,2.136795098,6.333496595,1.018661455
