,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #4 Diseases & Disorders Of The Respiratory System,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,261230,100,5.6867889136,4,,,,,,,,,,,,
Age group,<1,6189,2.3691765877,4.264824689,2,,,,,,,,,,,,
,1-17,17055,6.5287294721,3.1958369979,2,,,,,,,,,,,,
,18-44,22299,8.536155878,5.022738485,3,,,,,,,,,,,,
,45-64,73556,28.1575623014,5.7504486622,4,,,,,,,,,,,,
,65-84,107411,41.1174061172,6.2097349335,4,,,,,,,,,,,,
,85+,34690,13.2794855109,5.8372441626,4,,,,,,,,,,,,
,Missing,30,0.0114841328,6.3666666667,3.5,,,,,,,,,,,,
Sex,Male,123446,47.2556750756,5.7694040068,4,,,,,,,,,,,,
,Female,137784,52.7443249244,5.612771177,4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #5 Diseases & Disorders Of The Circulatory System,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,383994,100,4.4878304123,3,,,,,,,,,,,,
Age group,<1,1018,0.265108309,20.4572271386,7,,,,,,,,,,,,
,1-17,2332,0.6073011557,5.3289022298,3,,,,,,,,,,,,
,18-44,27181,7.0784960182,4.0289919058,2,,,,,,,,,,,,
,45-64,117020,30.4744344964,4.3025149762,3,,,,,,,,,,,,
,65-84,178018,46.3595785351,4.592668116,3,,,,,,,,,,,,
,85+,58418,15.2132585405,4.4413708104,3,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,208880,54.3966832815,4.5523724261,3,,,,,,,,,,,,
,Female,175113,45.6030562978,4.4108560334,3,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #6 Diseases & Disorders Of The Digestive System,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,263155,100,4.6757184006,3,,,,,,,,,,,,
Age group,<1,3271,1.2429936729,4.5762763681,2,,,,,,,,,,,,
,1-17,11233,4.2685869545,3.5514110211,2,,,,,,,,,,,,
,18-44,47249,17.954817503,3.756587441,3,,,,,,,,,,,,
,45-64,81195,30.8544393988,4.6710881212,3,,,,,,,,,,,,
,65-84,92928,35.3130284433,5.1451677123,4,,,,,,,,,,,,
,85+,27269,10.3623339857,5.1566614104,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,116404,44.2340065741,4.6514982303,3,,,,,,,,,,,,
,Female,146751,55.7659934259,4.6949301533,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #7 Diseases & Disorders Of The Hepatobiliary System & Pancreas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,85601,100,4.9358053248,3,,,,,,,,,,,,
Age group,<1,74,0.0864475882,11.7162162162,6,,,,,,,,,,,,
,1-17,1181,1.3796567797,5.4216765453,3,,,,,,,,,,,,
,18-44,20805,24.3046226095,3.9965391271,3,,,,,,,,,,,,
,45-64,35415,41.3721802315,5.0312305868,3,,,,,,,,,,,,
,65-84,23770,27.768367192,5.4352965923,4,,,,,,,,,,,,
,85+,4353,5.085220967,5.6756260051,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,41631,48.6337776428,5.1067044608,4,,,,,,,,,,,,
,Female,43970,51.3662223572,4.7740050034,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #8 Diseases & Disorders Of The Musculoskeletal System & Conn Tissue,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,238541,100,4.1403460231,3,,,,,,,,,,,,
Age group,<1,338,0.1416947191,4.6479289941,3,,,,,,,,,,,,
,1-17,6952,2.9143836909,3.4414556962,2,,,,,,,,,,,,
,18-44,25132,10.5357150343,4.2301448353,3,,,,,,,,,,,,
,45-64,71059,29.7890090173,4.0357740969,3,,,,,,,,,,,,
,65-84,107285,44.9754968748,4.0357831943,3,,,,,,,,,,,,
,85+,27771,11.642023803,4.8994274603,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,103556,43.4122435975,4.2099677463,3,,,,,,,,,,,,
,Female,134982,56.586498757,4.086944926,3,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #9 Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,75387,100,4.5152214573,3,,,,,,,,,,,,
Age group,<1,826,1.0956796265,2.9987893462,2,,,,,,,,,,,,
,1-17,4871,6.4613262234,2.7197700677,2,,,,,,,,,,,,
,18-44,19668,26.0893788054,3.9009558674,3,,,,,,,,,,,,
,45-64,24354,32.3053046281,4.7564671101,3,,,,,,,,,,,,
,65-84,18839,24.9897197129,5.149689474,4,,,,,,,,,,,,
,85+,6824,9.0519585605,5.1402403283,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,37427,49.6464907743,4.6121249365,3,,,,,,,,,,,,
,Female,37960,50.3535092257,4.4196786091,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #10 Endocrine, Nutritional & Metabolic Diseases & Disorders",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,80623,100,3.9388372756,3,,,,,,,,,,,,
Age group,<1,1055,1.3085595922,4.5582938389,3,,,,,,,,,,,,
,1-17,4451,5.5207571041,2.624803415,2,,,,,,,,,,,,
,18-44,17998,22.3236545403,3.193188132,2,,,,,,,,,,,,
,45-64,26730,33.1543108046,4.1940588874,3,,,,,,,,,,,,
,65-84,23164,28.731255349,4.3515952165,3,,,,,,,,,,,,
,85+,7224,8.9602222691,4.2477851606,3,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,36056,44.7217295313,4.1741554335,3,,,,,,,,,,,,
,Female,44567,55.2782704687,3.7484685978,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #11 Diseases & Disorders Of The Kidney & Urinary Tract,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,141733,100,4.5187855868,3,,,,,,,,,,,,
Age group,<1,1520,1.0724390227,3.7184210526,3,,,,,,,,,,,,
,1-17,2920,2.0602118067,3.6739726027,2,,,,,,,,,,,,
,18-44,19389,13.6799475069,3.5796884671,2,,,,,,,,,,,,
,45-64,35778,25.2432390481,4.479330296,3,,,,,,,,,,,,
,65-84,56760,40.0471308728,4.8463354475,4,,,,,,,,,,,,
,85+,25364,17.8956206388,4.7047390002,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,67642,47.7249476128,4.6413364873,3,,,,,,,,,,,,
,Female,74088,52.2729357313,4.4067325343,3,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #12 Diseases & Disorders Of The Male Reproductive System,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,11351,100,3.376794996,2,,,,,,,,,,,,
Age group,<1,43,0.3788212492,3.7441860465,2,,,,,,,,,,,,
,1-17,217,1.9117258391,1.7419354839,1,,,,,,,,,,,,
,18-44,1131,9.9638798344,3.632183908,2,,,,,,,,,,,,
,45-64,4111,36.2170733856,3.1211384091,2,,,,,,,,,,,,
,65-84,5000,44.0489824685,3.3718,2,,,,,,,,,,,,
,85+,849,7.4795172232,4.703180212,4,,,,,,,,,,,,
Sex,Male,11351,100,3.376794996,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #13 Diseases & Disorders Of The Female Reproductive System,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,28892,100,3.1061885643,2,,,,,,,,,,,,
Age group,<1,52,0.1799806175,3.2884615385,2,,,,,,,,,,,,
,1-17,654,2.2636023813,2.3639143731,2,,,,,,,,,,,,
,18-44,12078,41.8039595736,2.6561516807,2,,,,,,,,,,,,
,45-64,10762,37.2490654853,3.1860249024,2,,,,,,,,,,,,
,65-84,4786,16.5651391389,3.9713748433,2,,,,,,,,,,,,
,85+,559,1.9347916378,4.740608229,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Female,28891,99.9965388343,3.1061230141,2,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #14 Pregnancy, Childbirth & The Puerperium",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,235459,100,2.7333675927,2,,,,,,,,,,,,
Age group,1-17,3845,1.6329806888,2.7498049415,2,,,,,,,,,,,,
,18-44,231101,98.1491469853,2.7313252647,2,,,,,,,,,,,,
,45-64,513,0.217872326,3.530214425,3,,,,,,,,,,,,
Sex,Female,235459,100,2.7333675927,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #15 Newborns & Other Neonates With Condtn Orig In Perinatal Period,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,219929,100,4.1255979338,2,,,,,,,,,,,,
Age group,<1,219922,99.9968171546,4.1256201203,2,,,,,,,,,,,,
,18-44,*,*,*,*,,,,,,,,,,,,
Sex,Male,113121,51.435235917,4.2520089463,2,,,,,,,,,,,,
,Female,106804,48.5629453142,3.9917978296,2,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #16 Diseases & Disorders Of Blood, Blood Forming Organs, Immunolog Disord",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,43408,100,4.42012993,3,,,,,,,,,,,,
Age group,<1,299,0.688813122,4.9565217391,2,,,,,,,,,,,,
,1-17,4588,10.5694802801,3.8746730602,3,,,,,,,,,,,,
,18-44,12950,29.8332104681,4.7741312741,3,,,,,,,,,,,,
,45-64,9007,20.7496314043,4.3771511047,3,,,,,,,,,,,,
,65-84,12319,28.3795613712,4.4467895121,3,,,,,,,,,,,,
,85+,4245,9.7793033542,3.9057714959,3,,,,,,,,,,,,
Sex,Male,18329,42.2249354958,4.5235419281,3,,,,,,,,,,,,
,Female,25079,57.7750645042,4.3445512182,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #17 Myeloproliferative Diseases & Disorders, Poorly Differentiated Neoplasm",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,20278,100,8.2201893678,5,,,,,,,,,,,,
Age group,<1,107,0.5276654502,9.5140186916,3,,,,,,,,,,,,
,1-17,2928,14.439293816,6.2971311475,4,,,,,,,,,,,,
,18-44,3270,16.1258506756,8.9055045872,5,,,,,,,,,,,,
,45-64,7015,34.5941414341,8.7572344975,5,,,,,,,,,,,,
,65-84,6129,30.224874248,8.389133627,5,,,,,,,,,,,,
,85+,828,4.0832429234,6.3490338164,5,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,11413,56.2826708748,8.0226058004,5,,,,,,,,,,,,
,Female,8865,43.7173291252,8.4745628878,5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
"Major Diagnostic Categories (MDC): #18 Infectious & Parasitic Diseases, Systemic Or Unspecified Sites",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,110386,100,7.9692244972,5,,,,,,,,,,,,
Age group,<1,1885,1.7076440853,3.8572944297,2,,,,,,,,,,,,
,1-17,3095,2.803797583,4.3137318255,2,,,,,,,,,,,,
,18-44,14325,12.9771891363,7.7976123988,4,,,,,,,,,,,,
,45-64,29303,26.5459387966,9.1009897611,6,,,,,,,,,,,,
,65-84,45038,40.8004638269,8.1148167063,6,,,,,,,,,,,,
,85+,16734,15.1595311,6.8840614355,5,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,55390,50.1784646604,8.170434029,5,,,,,,,,,,,,
,Female,54994,49.8197235157,7.7666302964,5,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #19 Mental Diseases & Disorders,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,124640,100,5.5066353221,4,,,,,,,,,,,,
Age group,<1,22,0.0176508344,7.9090909091,3.5,,,,,,,,,,,,
,1-17,15459,12.4029204108,4.0451546125,3,,,,,,,,,,,,
,18-44,50999,40.9170410783,4.9966077766,3,,,,,,,,,,,,
,45-64,41316,33.148267009,6.0808907177,4,,,,,,,,,,,,
,65-84,13695,10.9876444159,7.2586723143,5,,,,,,,,,,,,
,85+,3145,2.523267009,5.7710651828,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
Sex,Male,65645,52.6676829268,5.5239176137,4,,,,,,,,,,,,
,Female,58990,47.3283055199,5.4867009103,4,,,,,,,,,,,,
,Missing,*,*,*,*,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"State statistics from HCUP State Inpatient Databases 2014, Agency for Healthcare Research and Quality (AHRQ), based on data collected by the Florida Agency for Health Care Administration and provided to AHRQ. Values based on 10 or fewer discharges or fewer than 2 hospitals in the State statistics (SID) are suppressed to protect confidentiality of patients and are designated with an asterisk (*).",,,,,,,,,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014  Florida,,,,,,,,,,,,,,,,,
Major Diagnostic Categories (MDC): #20 Alcohol/Drug Use & Alcohol/Drug Induced Organic Mental Disorders,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Number,,Length of stay,,,,,,,,,,,,,
,,Total number of discharges: N,Percent of discharges,"LOS (length of stay), days (mean)","LOS (length of stay), days (median)",,,,,,,,,,,,
All discharges,,24840,100,3.6610572084,3,,,,,,,,,,,,
Age group,<1,*,*,*,*,,,,,,,,,,,,
,1-17,271,1.0909822866,2.6752767528,1,,,,,,,,,,,,
,18-44,10103,40.6723027375,3.0308819163,2,,,,,,,,,,,,
,45-64,11982,48.2367149758,4.0293798514,3,,,,,,,,,,,,
,65-84,2331,9.384057971,4.6113256113,3,,,,,,,,,,,,
,85+,151,0.6078904992,3.7284768212,3,,,,,,,,,,,,
