,Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked,TotalRanking,TotalRankingReranked
1344,VISTA MEDICAL CENTER EAST,WAUKEGAN,IL,60085,LAKE,8473604000,3.90361249347,3.29632936434,6.30437283166,6.89797213794,3.09930782359,4.17780905831
1345,VISTA MEDICAL CENTER WEST,WAUKEGAN,IL,60085,LAKE,8472493900,5.04388952456,4.23864742622,6.27344358891,6.70024667202,3.50249977725,5.2167123422
1346,LAWRENCE COUNTY MEMORIAL HOSPITAL,LAWRENCEVILLE,IL,62439,LAWRENCE,6189431000,4.86428283499,6.45234700014,6.32627180298,8.00460418746,3.57350725231,5.39967705257
1347,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,61021,LEE,8152885531,4.46708215322,5.53994379737,5.92213116353,7.37989981097,3.30146546308,4.69870793445
1348,SAINT JAMES HOSPITAL,PONTIAC,IL,61764,LIVINGSTON,8158422828,4.26880985326,5.2407952063,6.20459631642,6.99233087393,3.23072622983,4.5164344018
1349,ABRAHAM LINCOLN MEMORIAL HOSPITAL,LINCOLN,IL,62656,LOGAN,2177322161,3.65728271533,6.60192129568,6.32627180298,7.37899901158,3.05832168985,4.07220023217
1350,DECATUR MEMORIAL HOSPITAL,DECATUR,IL,62526,MACON,2178778121,5.04854194192,5.04634862211,8.37071076038,7.83007430558,3.93181727283,6.32293321776
1351,ST MARYS HOSPITAL,DECATUR,IL,62521,MACON,2174647000,5.09418346717,5.4352417905,5.63128752248,7.60397365896,3.51540929446,5.24997624963
1352,CARLINVILLE AREA HOSPITAL,CARLINVILLE,IL,62626,MACOUPIN,2178543141,5.50969633156,6.97585703452,6.32627180298,7.00381606613,3.71545850139,5.76544233505
1353,COMMUNITY MEMORIAL HOSPITAL,STAUNTON,IL,62088,MACOUPIN,6186352200,4.00128143457,6.36260242282,6.32627180298,8.1964744573,3.26906875414,4.61523144887
1354,ALTON MEMORIAL HOSPITAL,ALTON,IL,62002,MADISON,6184637300,3.35732450911,5.34549721318,6.95277248302,7.70216079235,3.07212864261,4.1077765586
1355,ANDERSON HOSPITAL,MARYVILLE,IL,62062,MADISON,6182885711,5.21094618043,5.13609319943,6.7309305257,7.77827834072,3.74157223059,5.83272948889
1356,GATEWAY REGIONAL MEDICAL CENTER,GRANITE CITY,IL,62040,MADISON,6187983175,4.02935006842,4.71728517193,6.56746944421,7.21122512539,3.21724920483,4.48170819906
1357,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,62002,MADISON,6184652571,3.64782491916,5.77926267023,6.88675832111,6.39194808116,3.04014290097,4.02535901102
1358,ST JOSEPH'S HOSPITAL,HIGHLAND,IL,62249,MADISON,6186512600,4.89978728583,7.20021847782,6.51454667005,5.87871762959,3.40247399565,4.95897626381
1359,SALEM TOWNSHIP HOSPITAL,SALEM,IL,62881,MARION,6185483194,5.15856702738,6.99081446407,6.32627180298,8.73470209218,3.75687361493,5.87215651193
1360,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,CENTRALIA,IL,62801,MARION,6184366519,6.8783239529,6.13824097952,6.45561528458,7.40106859661,4.28782063468,7.2402458237
1361,MASON DISTRICT HOSPITAL,HAVANA,IL,62644,MASON,3095434431,4.7395963266,6.84124016853,6.32627180298,7.17992234662,3.44428162758,5.06670184144
1362,MASSAC MEMORIAL HOSPITAL,METROPOLIS,IL,62960,MASSAC,6185242176,5.41228512887,6.70662330255,6.32627180298,8.80609044375,3.85915673815,6.13570907449
1363,MC DONOUGH DISTRICT HOSPITAL,MACOMB,IL,61455,MCDONOUGH,3098334101,3.85184113107,5.89892210666,6.3940723351,7.65779642245,3.16933091666,4.35823731507
1364,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,MCHENRY,IL,60050,MCHENRY,8153445000,6.44217909729,5.22583777675,7.34589678681,6.01406273778,4.11910795328,6.80552445302
1365,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,WOODSTOCK,IL,60098,MCHENRY,8157885823,6.36829255006,4.91173175613,6.54027292536,5.59293902346,3.92844454742,6.31424272809
1366,MERCY HARVARD HOSPITAL,HARVARD,IL,60033,MCHENRY,8159435431,5.1857504686,6.40747471148,6.32627180298,8.08927933001,3.70252512917,5.73211696049
1367,ADVOCATE BROMENN MEDICAL CENTER,NORMAL,IL,61761,MCLEAN,3094541400,3.59290678241,5.73439038157,6.83143881595,8.31898317419,3.20395418322,4.4474509638
1368,ST JOSEPH MEDICAL CENTER,BLOOMINGTON,IL,61701,MCLEAN,3096623311,4.7974580698,5.91387953621,7.93022920059,8.05459855354,3.79404101162,5.96792561178
1369,"GENESIS MEDICAL CENTER, ALEDO",ALEDO,IL,61231,MERCER,3095825301,4.38198160074,6.18311326818,6.32627180298,7.96992341098,3.38917621182,4.92471191115
1370,HILLSBORO AREA HOSPITAL,HILLSBORO,IL,62049,MONTGOMERY,2175326111,4.28235509119,7.48440963934,6.32627180298,7.62649364368,3.31747329401,4.73995525591
1371,ST FRANCIS HOSPITAL,LITCHFIELD,IL,62056,MONTGOMERY,2173242191,4.56208527741,7.36475020291,7.07486477922,7.57694967729,3.52970666364,5.28681623034
1372,PASSAVANT AREA HOSPITAL,JACKSONVILLE,IL,62650,MORGAN,2172459551,3.9860905215,5.28566749496,6.83539979994,8.11360091352,3.3314540069,4.77597930947
1373,ROCHELLE COMMUNITY HOSPITAL,ROCHELLE,IL,61068,OGLE,8155622181,5.71232933027,6.96089960496,6.32627180298,6.85901256437,3.77696552573,5.92392726757
1374,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,61636,PEORIA,3096725522,3.86820247388,5.37541207229,7.44145049032,7.56321248661,3.32311474991,4.75449157542
1375,PROCTOR HOSPITAL,PEORIA,IL,61614,PEORIA,3096911000,3.22481883091,4.71728517193,7.61612317054,7.8406586984,3.13579140701,4.27181617894
1376,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,61637,PEORIA,3096552000,4.11644611799,5.15105062898,6.96948246461,7.16505915671,3.30559557961,4.70934999113
1377,MARSHALL BROWNING HOSPITAL,DU QUOIN,IL,62832,PERRY,6185422146,4.80374308132,6.30277270461,6.32627180298,7.51569531885,3.50191395783,5.21520286336
1378,PINCKNEYVILLE COMMUNITY HOSPITAL,PINCKNEYVILLE,IL,62274,PERRY,6183572187,4.73128945385,7.23013333693,6.32627180298,7.38823220531,3.46199753617,5.11235036057
1379,KIRBY MEDICAL CENTER,MONTICELLO,IL,61856,PIATT,2177622115,5.31215072485,8.5912594263,6.32627180298,6.7912274103,3.6201200333,5.51978404081
1380,ILLINI COMMUNITY HOSPITAL,PITTSFIELD,IL,62363,PIKE,2172852113,5.22432088269,7.48440963934,6.32627180298,8.14377769304,3.72243887076,5.78342862816
1381,MEMORIAL HOSPITAL,CHESTER,IL,62233,RANDOLPH,6188264581,7.05981990228,5.55490122693,6.44218822023,7.41202832253,4.35496352864,7.41325268157
1382,RED BUD REGIONAL HOSPITAL,RED BUD,IL,62278,RANDOLPH,6182823831,5.38780905027,4.88181689702,6.32627180298,7.23374511011,3.69274367531,5.70691312285
1383,SPARTA COMMUNITY HOSPITAL,SPARTA,IL,62286,RANDOLPH,6184432177,3.73160953363,4.88181689702,6.32627180298,7.76296475111,3.12459082067,4.24295566764
1384,RICHLAND MEMORIAL HOSPITAL,OLNEY,IL,62450,RICHLAND,6183952131,4.27512917074,6.00362411353,6.77577692066,8.20278005302,3.43981798243,5.05520038272
1385,GENESIS HEALTH SYSTEM,SILVIS,IL,61282,ROCK ISLAND,3097929363,5.06137628599,4.05915827157,5.60037842033,7.14253917198,3.45232678749,5.08743177658
1386,TRINITY ROCK ISLAND,ROCK ISLAND,IL,61201,ROCK ISLAND,3097795000,4.82290085981,4.19377513756,6.80881421251,7.86047628523,3.61595758283,5.50905866938
1387,MEMORIAL HOSPITAL,BELLEVILLE,IL,62226,SAINT CLAIR,6182337750,7.05981990228,5.55490122693,6.44218822023,7.41202832253,4.35496352864,7.41325268157
1388,METRO-EAST SERVICES INC,SHILOH,IL,62269,SAINT CLAIR,6186071000,5.04388952456,6.67670844344,6.32627180298,6.70024667202,3.51042400936,5.2371306831
1389,ST ELIZABETH HOSPITAL,BELLEVILLE,IL,62220,SAINT CLAIR,6182342120,6.44135522066,5.19592291764,5.50675150056,6.05685070848,3.84720600368,6.10491565917
1390,TOUCHETTE REGIONAL HOSPITAL INC,CENTREVILLE,IL,62207,SAINT CLAIR,6183323060,5.04845951887,5.04634862211,5.89791545296,7.95551062076,3.5734106996,5.39942826552
1391,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,ELDORADO,IL,62930,SALINE,6182733361,4.24047122004,5.83909238845,6.32627180298,9.08466265478,3.44758374344,5.07521039171
1392,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,62946,SALINE,6182537671,4.60676511807,5.22583777675,6.44343693721,8.77050886789,3.57110334665,5.39348291733
1393,MEMORIAL MEDICAL CENTER,SPRINGFIELD,IL,62781,SANGAMON,2177883000,3.22553513914,4.80702974925,5.64792365522,7.30400746245,2.78716497171,3.37351167359
1394,ST JOHNS HOSPITAL,SPRINGFIELD,IL,62769,SANGAMON,2175446464,5.65852070041,5.12113576988,5.76296674263,7.09930080132,3.69632035418,5.71612913867
1395,SARAH D CULBERTSON MEMORIAL HOSPITAL,RUSHVILLE,IL,62681,SCHUYLER,2173224321,4.37379826989,5.04634862211,6.32627180298,7.2384743069,3.31296255235,4.72833244378
1396,HSHS GOOD SHEPHERD HOSPITAL INC,SHELBYVILLE,IL,62565,SHELBY,2177743961,4.79408041544,5.27071006541,6.27173163821,8.22417403851,3.56095730537,5.36733964858
1397,FHN MEMORIAL HOSPITAL,FREEPORT,IL,61032,STEPHENSON,8152354131,4.75911105446,4.83694460836,7.14417528544,7.5679416834,3.61308710658,5.50166232335
1398,HOPEDALE HOSPITAL,HOPEDALE,IL,61747,TAZEWELL,3094493321,4.86867860355,8.42672770121,6.32627180298,7.54249410067,3.52894465684,5.28485277011
1399,PEKIN MEMORIAL HOSPITAL,PEKIN,IL,61554,TAZEWELL,3093471151,5.3797032673,5.42028436095,5.6647141992,7.58167887409,3.62526374252,5.53303781822
1400,UNION COUNTY HOSPITAL,ANNA,IL,62906,UNION,6188334511,5.51540776853,6.82628273898,6.32627180298,8.24286562583,3.84150524623,6.09022653757
1401,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,HOOPESTON,IL,60942,VERMILION,2172835531,5.40071548292,6.78141045032,6.32627180298,7.98929059784,3.77313813632,5.91406524679
1402,PRESENCE UNITED SAMARITANS MEDICAL CENTER,DANVILLE,IL,61832,VERMILION,2174435000,4.50935322455,5.06130605166,6.85889716256,6.4498244419,3.36482447778,4.86196488399
1403,WABASH GENERAL HOSPITAL 1,MOUNT CARMEL,IL,62863,WABASH,6182628621,4.83401718181,7.63398393487,6.32627180298,8.36267194455,3.59796440808,5.46269571951
1404,OSF HOLY FAMILY MEDICAL CENTER,MONMOUTH,IL,61462,WARREN,3097343141,5.00790187527,7.42457992112,6.32627180298,8.27844720169,3.65474869384,5.6090115882
1405,WASHINGTON COUNTY HOSPITAL*,NASHVILLE,IL,62263,WASHINGTON,6183272264,4.68266146216,4.71728517193,6.32627180298,6.70024667202,3.37496348596,4.88809003058
1406,FAIRFIELD MEMORIAL HOSPITAL 1,FAIRFIELD,IL,62837,WAYNE,6188422611,4.34699073394,5.95875182487,6.32627180298,8.47594746771,3.42665704245,5.02128863512
1407,CGH MEDICAL CENTER,STERLING,IL,61081,WHITESIDE,8156250400,4.70876866338,5.77926267023,6.68580887593,6.56039756689,3.42469933684,5.01624422201
1408,MORRISON COMMUNITY HOSPITAL,MORRISON,IL,61270,WHITESIDE,8157724003,4.65453192231,5.95875182487,6.32627180298,6.70024667202,3.36441490852,4.86090954832
1409,ADVENTIST BOLINGBROOK HOSPITAL,BOLINGBROOK,IL,60440,WILL,6302268100,5.40017004173,4.83694460836,6.46225496791,5.01642741454,3.49604475229,5.20007970217
1410,PRESENCE SAINT JOSEPH MEDICAL CENTER,JOLIET,IL,60435,WILL,8157257133,6.23442850633,4.83694460836,3.92860149129,4.95607385549,3.42280829911,5.01137159177
1411,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,NEW LENOX,IL,60451,WILL,8153001100,7.0549743819,6.00362411353,7.73432833162,5.90979520851,4.39674416381,7.52090869673
1412,HEARTLAND REGIONAL MEDICAL CENTER,MARION,IL,62959,WILLIAMSON,6189987000,4.41135744446,4.91173175613,3.3570986375,6.94503890601,2.8523277279,3.54141631748
1413,HERRIN HOSPITAL,HERRIN,IL,62948,WILLIAMSON,6189422171,5.14972673851,5.2108803472,7.61443807397,6.61737312824,3.73505055086,5.81592509975
1414,ROCKFORD MEMORIAL HOSPITAL,ROCKFORD,IL,61103,WINNEBAGO,8159686861,2.95760389569,5.15105062898,4.58928690654,6.06856110054,2.40435060692,2.38711525102
1415,SAINT ANTHONY MEDICAL CENTER,ROCKFORD,IL,61108,WINNEBAGO,8152262000,4.2686215861,4.70232774238,5.46610777675,6.40185687444,3.06083494874,4.07867613748
1416,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,61104,WINNEBAGO,8159684400,6.3416366669,5.49507150871,5.30654725746,7.9485294255,3.96894878125,6.41860984445
1417,ADVOCATE EUREKA  HOSPITAL,EUREKA,IL,61530,WOODFORD,3094672371,5.16888013608,7.61902650532,6.32627180298,8.59282618842,3.74655344032,5.84556455442
1418,ADAMS MEMORIAL HOSPITAL,DECATUR,IN,46733,ADAMS,2607242145,5.00605188443,6.09453204682,6.32627180298,7.49369683626,3.57557991073,5.40501766421
1419,DUPONT HOSPITAL LLC,FORT WAYNE,IN,46825,ALLEN,2604163000,5.30441860433,4.28468307084,6.30958068641,7.65899352412,3.701493432,5.72945859002
1420,LUTHERAN HOSPITAL OF INDIANA,FORT WAYNE,IN,46804,ALLEN,2604357001,4.5566645292,4.26972564129,5.14655522588,6.94285800996,3.17501828333,4.37289193269
1421,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,FORT WAYNE,IN,46845,ALLEN,2606724050,5.69128143083,7.0667649678,7.8397490812,5.66011967983,3.87620486672,6.17963692723
1422,PARKVIEW REGIONAL MEDICAL CENTER,FORT WAYNE,IN,46845,ALLEN,2602661000,4.47043736178,5.57102201245,5.29801922537,7.77677304423,3.24879419889,4.56299007393
1423,ST JOSEPH HOSPITAL,FORT WAYNE,IN,46802,ALLEN,2604253000,5.37036457414,2.95347184057,6.36475920739,7.66552431969,3.73515302838,5.81618915322
1424,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,FORT WAYNE,IN,46804,ALLEN,2604352999,5.63006282578,5.70563887843,7.99189114743,6.1807817269,3.92813540447,6.31344616055
1425,COLUMBUS REGIONAL HOSPITAL,COLUMBUS,IN,47201,BARTHOLOMEW,8123794441,5.96146315272,5.10734169629,6.67619996516,6.77733612221,3.91471228927,6.27885886697
1426,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,HARTFORD CITY,IN,47348,BLACKFORD,7653480300,5.47486276601,7.11163725646,6.32627180298,6.47038873044,3.64905318075,5.59433597971
1427,WITHAM HEALTH SERVICES,LEBANON,IN,46052,BOONE,7654858000,5.31229223233,5.95991518084,6.10975240111,6.84917487348,3.59348993464,5.45116635959
1428,MEMORIAL HOSPITAL,LOGANSPORT,IN,46947,CASS,5747537541,4.9808527465,4.91289511209,6.40254968002,8.36567064446,3.66476929639,5.63483163942
1429,CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,47130,CLARK,8122832147,6.12933259251,4.03040676843,5.48338656236,6.24608968259,3.74561667481,5.84315079403
1430,KENTUCKIANA MEDICAL CENTER LLC,CLARKSVILLE,IN,47129,CLARK,8122803300,2.86997152287,5.04751197807,4.45710903878,5.62656490259,2.30746216715,2.13746315025
1431,ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,47834,CLAY,8124422500,4.98844663601,4.40434250727,6.32627180298,7.29214297298,3.54882255625,5.33607208335
1432,INDIANA UNIVERSITY HEALTH FRANKFORT INC,FRANKFORT,IN,46041,CLINTON,7656563000,5.1566051097,6.52829750387,6.32627180298,7.94950132678,3.67761781926,5.66793838296
1433,DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,47501,DAVIESS,8122542760,5.06105068063,5.00263968941,6.85320895459,5.64390529083,3.49026587751,5.18518929592
1434,DEKALB HEALTH,AUBURN,IN,46706,DE KALB,2609254600,5.42451210735,5.49623486468,6.05311033011,6.92078842493,3.63423743227,5.55616029291
1435,DEARBORN COUNTY HOSPITAL,LAWRENCEBURG,IN,47025,DEARBORN,8125371010,5.6528712404,5.1671714145,6.5897095301,6.25171967878,3.73345511254,5.81181413947
1436,DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,47240,DECATUR,8126634331,5.00396539904,5.98983003995,6.32627180298,6.26478126991,3.45190592208,5.08634733416
1437,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,IN,47303,DELAWARE,7657473111,7.13595890813,4.06032162754,6.11399535344,6.85615606877,4.27869950044,7.21674342929
1438,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,47546,DUBOIS,8129962345,4.39741229967,6.51334007432,7.35264204043,7.01807475893,3.45373339434,5.09105617547
1439,ELKHART GENERAL HOSPITAL,ELKHART,IN,46514,ELKHART,5742942621,5.94874877842,4.86802282343,4.95117801241,7.58850597194,3.73230809096,5.80885861302
1440,GOSHEN GENERAL HOSPITAL,GOSHEN,IN,46526,ELKHART,5743641000,4.06439450959,4.95776740075,5.49360455833,6.71608176377,3.01979680122,3.97293328761
1441,FAYETTE REGIONAL HEALTH SYSTEM,CONNERSVILLE,IN,47331,FAYETTE,7658255131,4.2884831571,5.31674571004,6.45318985325,8.67374403548,3.44353406545,5.06477560072
1442,BAPTIST HEALTH FLOYD,NEW ALBANY,IN,47150,FLOYD,8129447701,5.81208685556,4.70349109834,4.71974241761,6.22807369482,3.51030130296,5.23681450595
1443,PHYSICIANS' MEDICAL CENTER LLC,NEW ALBANY,IN,47150,FLOYD,8122067660,5.34952346709,6.63299951075,6.75155265034,5.97494906626,3.61629910433,5.50993866663
1444,WOODLAWN HOSPITAL,ROCHESTER,IN,46975,FULTON,5742233141,5.58721303514,5.54110715334,6.32627180298,7.67881111068,3.81202676969,6.01426945112
1445,GIBSON GENERAL HOSPITAL,PRINCETON,IN,47670,GIBSON,8123853401,4.55267529302,5.95991518084,6.32627180298,7.92112614603,3.44830661993,5.07707302502
1446,MARION GENERAL HOSPITAL,MARION,IN,46952,GRANT,7656606000,5.90633305254,4.58383166191,5.75827213742,7.04915233782,3.7835309491,5.94084437077
1447,GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,47441,GREENE,8128472281,5.21094453837,5.3915328578,6.32627180298,8.31117228143,3.73416220048,5.81363609046
1448,FRANCISCAN HEALTH CARMEL,CARMEL,IN,46032,HAMILTON,3177054500,5.41431982214,7.79967901593,6.73503736118,6.17875492827,3.65850103031,5.61868022033
1449,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,CARMEL,IN,46032,HAMILTON,3176882000,7.39379237693,5.22700113271,7.09969628853,6.29630924853,4.46725750948,7.70260018565
1450,RIVERVIEW HEALTH,NOBLESVILLE,IN,46060,HAMILTON,3177767106,3.94341105669,5.40649028736,7.34321624125,7.08608511277,3.28887009373,4.66625349069
1451,ST VINCENT CARMEL HOSPITAL INC,CARMEL,IN,46032,HAMILTON,3175827000,6.01884189406,4.77827824611,5.82928116727,6.0873237903,3.74019026439,5.82916858147
1452,ST VINCENT FISHERS HOSPITAL INC,FISHERS,IN,46037,HAMILTON,3174159000,5.68156175684,6.04965975816,6.39942117403,7.94702412846,3.88520124777,6.2028178705
1453,ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290,HAMILTON,3175835000,6.55585896211,5.85521317396,8.33919559411,7.19237944066,4.42856439397,7.60289977149
1454,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,46140,HANCOCK,3174625544,3.78593675549,6.12444690593,6.30837896415,6.20690490918,2.98667361885,3.8875849005
1455,HARRISON COUNTY HOSPITAL,CORYDON,IN,47112,HARRISON,8127384251,5.01843036025,5.75051116709,6.32627180298,8.22829873765,3.6536820293,5.60626311746
1456,HENDRICKS REGIONAL HEALTH,DANVILLE,IN,46122,HENDRICKS,3177454451,5.57173655358,6.01974489905,7.21921058838,7.13292668099,3.88557546395,6.20378211202
1457,IU HEALTH WEST HOSPITAL,AVON,IN,46123,HENDRICKS,3172173000,7.65180379436,5.48127743512,6.09921215559,6.17380053163,4.40168829939,7.53364823343
1458,HENRY COUNTY MEMORIAL HOSPITAL,NEW CASTLE,IN,47362,HENRY,7655210890,5.70471811186,5.97487261039,6.94405647203,6.88047765227,3.86892552798,6.16088028077
1459,COMMUNITY HOWARD REGIONAL HEALTH INC,KOKOMO,IN,46902,HOWARD,7654538547,5.30693059484,4.47912965504,6.29922841979,5.57364293849,3.49234752988,5.19055308224
1460,ST VINCENT KOKOMO,KOKOMO,IN,46904,HOWARD,7654525611,3.06895356598,5.21204370316,6.29922841979,5.68376566379,2.66411841659,3.05645804933
1461,PARKVIEW HUNTINGTON HOSPITAL,HUNTINGTON,IN,46750,HUNTINGTON,2603553000,5.50320849857,6.8424035245,6.34888170378,6.97911518536,3.71394696107,5.76154755442
1462,SCHNECK MEDICAL CENTER,SEYMOUR,IN,47274,JACKSON,8125222349,3.12005877043,6.33385091968,6.8860716946,7.98688450142,3.00162124324,3.92610039152
1463,"FRANCISCAN HEALTH RENSSELAER, INC",RENSSELAER,IN,47978,JASPER,2198665141,4.37787723425,4.19493849352,6.32627180298,6.91696002752,3.28234073604,4.64942931779
1464,JAY COUNTY HOSPITAL,PORTLAND,IN,47371,JAY,2607267131,5.55222639199,5.82529831486,6.32627180298,7.91391975092,3.82241764254,6.04104357651
1465,KING'S DAUGHTERS' HEALTH,MADISON,IN,47250,JEFFERSON,8128010105,5.1075285232,6.28897863102,6.47774124042,7.56238278966,3.64322266123,5.57931250066
1466,ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,47265,JENNINGS,8123524200,5.32187038019,6.2291489128,6.32627180298,7.5310800109,3.69775016411,5.71981332487
1467,JOHNSON MEMORIAL HOSPITAL,FRANKLIN,IN,46131,JOHNSON,3177363300,4.41062037539,5.69068144887,6.05417778173,5.6218357058,3.12429287861,4.24218796139
1468,GOOD SAMARITAN HOSPITAL,VINCENNES,IN,47591,KNOX,8128825220,4.00239831961,5.73555373754,6.2582758735,6.49988991042,3.08962974192,4.15287157943
1469,KOSCIUSKO COMMUNITY HOSPITAL,WARSAW,IN,46580,KOSCIUSKO,5742673200,3.62479189059,4.43425736638,6.65537458834,6.80976490021,3.03857963725,4.0213309549
1470,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,46360,LA PORTE,2198798511,4.63831344035,4.04536419798,6.43349906336,7.00771556596,3.40516395623,4.96590747573
1471,LA PORTE HOSPITAL,LA PORTE,IN,46350,LA PORTE,2193261234,2.55864252508,4.00049190932,6.36506131633,7.28628777696,2.64287892205,3.00173031871
1472,PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,46761,LAGRANGE,2604639000,5.63111370138,5.48127743512,6.32627180298,8.82800593083,3.94340900155,6.35280158422
1473,COMMUNITY HOSPITAL,MUNSTER,IN,46321,LAKE,2198361600,6.38512216631,5.19708627361,6.10646948387,4.96357655234,3.80674889018,6.00066995762
1474,FRANCISCAN HEALTH CROWN POINT,CROWN POINT,IN,46307,LAKE,2197576100,6.13181851656,4.46417222548,6.08930298209,6.49988991042,3.86281638207,6.14513886606
1475,FRANCISCAN HEALTH DYER,DYER,IN,46311,LAKE,2198652141,4.83345598976,4.31459792995,6.43349906336,5.84365755532,3.3619366112,4.85452372836
1476,FRANCISCAN HEALTH HAMMOND,HAMMOND,IN,46320,LAKE,2199322300,6.05599641781,3.77613046602,6.83631099409,6.56136946872,3.95258225266,6.37643826799
1477,FRANCISCAN HEALTH MUNSTER,MUNSTER,IN,46321,LAKE,2199224200,5.28293504683,4.29964050039,6.90344631588,7.09757030498,3.72637462044,5.79356986046
1478,METHODIST HOSPITALS INC,GARY,IN,46402,LAKE,2198864000,7.38579835792,4.64366138013,6.58839367779,6.0118818412,4.35912162001,7.42396682092
1479,PINNACLE HOSPITAL,CROWN POINT,IN,46307,LAKE,2197562100,5.42238146456,6.31889349012,6.65259518602,6.37062519811,3.66834484692,5.64404474786
1480,ST CATHERINE HOSPITAL INC,EAST CHICAGO,IN,46312,LAKE,2193927004,7.81654720289,5.24195856227,5.91949761269,3.64750864512,4.1838807075,6.97242418019
1481,ST MARY MEDICAL CENTER INC,HOBART,IN,46342,LAKE,2199420551,7.91980982975,5.01759711896,5.9237137109,6.80323410464,4.53880915326,7.88696705362
1482,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,47421,LAWRENCE,8122751200,4.88732600864,5.93000032173,6.32627180298,8.06120045101,3.58780806879,5.4365259159
1483,ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,47421,LAWRENCE,8122753331,5.3130112646,5.70563887843,6.32627180298,6.07336139977,3.54865613465,5.3356432654
1484,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,ANDERSON,IN,46011,MADISON,7652984242,5.57431760534,5.45136257602,5.18862893205,6.82935728692,3.5515991705,5.34322657549
1485,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,ANDERSON,IN,46016,MADISON,7656468373,3.93700048131,4.82315053477,5.29219859297,6.99803197253,2.97000816669,3.84464308875
1486,ST VINCENT MERCY HOSPITAL,ELWOOD,IN,46036,MADISON,7655524743,5.48300174849,7.12659468602,6.32627180298,7.99026249913,3.80409267604,5.99382570002
1487,COMMUNITY HOSPITAL EAST,INDIANAPOLIS,IN,46219,MARION,3173555411,4.46503623985,5.52614972379,6.84458206574,6.652350207,3.36631092051,4.86579499572
1488,COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,46256,MARION,3176215335,4.81766783957,5.10734169629,6.03502407442,6.1564601434,3.32752506534,4.76585561961
1489,COMMUNITY HOSPITAL SOUTH,INDIANAPOLIS,IN,46227,MARION,3178877000,4.20101434755,5.1671714145,6.03068713264,7.2011622347,3.2000996737,4.43751906272
1490,ESKENAZI HEALTH,INDIANAPOLIS,IN,46202,MARION,3178804818,7.01319867831,4.38938507772,4.70022617957,5.90063311667,3.92504674297,6.30548761736
1491,FAIRBANKS,INDIANAPOLIS,IN,46256,MARION,3178498222,5.29374084034,3.95561962066,6.25812146226,6.72126136025,3.59599717049,5.45762674536
1492,FRANCISCAN HEALTH INDIANAPOLIS,INDIANAPOLIS,IN,46237,MARION,3175285000,6.27868143593,4.9428099712,4.34419414106,6.1436237521,3.62049703484,5.52075545936
1493,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,46202,MARION,3179625900,5.59552956837,3.76117303647,6.83631099409,6.50146630935,3.77391686819,5.91607180243
1494,ORTHOINDY HOSPITAL,INDIANAPOLIS,IN,46278,MARION,3179561000,5.5441833404,7.09667982691,7.97761146449,5.98598385877,3.8743088582,6.17475148875
1495,ST VINCENT HOSPITAL & HEALTH SERVICES,INDIANAPOLIS,IN,46260,MARION,3173387000,5.93958258853,4.62870395057,5.82928116727,7.01244476275,3.80298012207,5.99095898612
1496,COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,46506,MARSHALL,5745462211,5.45275721358,6.96206296093,6.32627180298,7.92022534664,3.7857472602,5.94655513178
