,Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked
1442,BAPTIST HEALTH FLOYD,NEW ALBANY,IN,47150,FLOYD,8129447701,5.81208685556,4.70349109834,4.71974241761,6.22807369482
1443,PHYSICIANS' MEDICAL CENTER LLC,NEW ALBANY,IN,47150,FLOYD,8122067660,5.34952346709,6.63299951075,6.75155265034,5.97494906626
1444,WOODLAWN HOSPITAL,ROCHESTER,IN,46975,FULTON,5742233141,5.58721303514,5.54110715334,6.32627180298,7.67881111068
1445,GIBSON GENERAL HOSPITAL,PRINCETON,IN,47670,GIBSON,8123853401,4.55267529302,5.95991518084,6.32627180298,7.92112614603
1446,MARION GENERAL HOSPITAL,MARION,IN,46952,GRANT,7656606000,5.90633305254,4.58383166191,5.75827213742,7.04915233782
1447,GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,47441,GREENE,8128472281,5.21094453837,5.3915328578,6.32627180298,8.31117228143
1448,FRANCISCAN HEALTH CARMEL,CARMEL,IN,46032,HAMILTON,3177054500,5.41431982214,7.79967901593,6.73503736118,6.17875492827
1449,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,CARMEL,IN,46032,HAMILTON,3176882000,7.39379237693,5.22700113271,7.09969628853,6.29630924853
1450,RIVERVIEW HEALTH,NOBLESVILLE,IN,46060,HAMILTON,3177767106,3.94341105669,5.40649028736,7.34321624125,7.08608511277
1451,ST VINCENT CARMEL HOSPITAL INC,CARMEL,IN,46032,HAMILTON,3175827000,6.01884189406,4.77827824611,5.82928116727,6.0873237903
1452,ST VINCENT FISHERS HOSPITAL INC,FISHERS,IN,46037,HAMILTON,3174159000,5.68156175684,6.04965975816,6.39942117403,7.94702412846
1453,ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290,HAMILTON,3175835000,6.55585896211,5.85521317396,8.33919559411,7.19237944066
1454,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,46140,HANCOCK,3174625544,3.78593675549,6.12444690593,6.30837896415,6.20690490918
1455,HARRISON COUNTY HOSPITAL,CORYDON,IN,47112,HARRISON,8127384251,5.01843036025,5.75051116709,6.32627180298,8.22829873765
1456,HENDRICKS REGIONAL HEALTH,DANVILLE,IN,46122,HENDRICKS,3177454451,5.57173655358,6.01974489905,7.21921058838,7.13292668099
1457,IU HEALTH WEST HOSPITAL,AVON,IN,46123,HENDRICKS,3172173000,7.65180379436,5.48127743512,6.09921215559,6.17380053163
1458,HENRY COUNTY MEMORIAL HOSPITAL,NEW CASTLE,IN,47362,HENRY,7655210890,5.70471811186,5.97487261039,6.94405647203,6.88047765227
1459,COMMUNITY HOWARD REGIONAL HEALTH INC,KOKOMO,IN,46902,HOWARD,7654538547,5.30693059484,4.47912965504,6.29922841979,5.57364293849
1460,ST VINCENT KOKOMO,KOKOMO,IN,46904,HOWARD,7654525611,3.06895356598,5.21204370316,6.29922841979,5.68376566379
1461,PARKVIEW HUNTINGTON HOSPITAL,HUNTINGTON,IN,46750,HUNTINGTON,2603553000,5.50320849857,6.8424035245,6.34888170378,6.97911518536
1462,SCHNECK MEDICAL CENTER,SEYMOUR,IN,47274,JACKSON,8125222349,3.12005877043,6.33385091968,6.8860716946,7.98688450142
1463,"FRANCISCAN HEALTH RENSSELAER, INC",RENSSELAER,IN,47978,JASPER,2198665141,4.37787723425,4.19493849352,6.32627180298,6.91696002752
1464,JAY COUNTY HOSPITAL,PORTLAND,IN,47371,JAY,2607267131,5.55222639199,5.82529831486,6.32627180298,7.91391975092
1465,KING'S DAUGHTERS' HEALTH,MADISON,IN,47250,JEFFERSON,8128010105,5.1075285232,6.28897863102,6.47774124042,7.56238278966
1466,ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,47265,JENNINGS,8123524200,5.32187038019,6.2291489128,6.32627180298,7.5310800109
1467,JOHNSON MEMORIAL HOSPITAL,FRANKLIN,IN,46131,JOHNSON,3177363300,4.41062037539,5.69068144887,6.05417778173,5.6218357058
1468,GOOD SAMARITAN HOSPITAL,VINCENNES,IN,47591,KNOX,8128825220,4.00239831961,5.73555373754,6.2582758735,6.49988991042
1469,KOSCIUSKO COMMUNITY HOSPITAL,WARSAW,IN,46580,KOSCIUSKO,5742673200,3.62479189059,4.43425736638,6.65537458834,6.80976490021
1470,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,46360,LA PORTE,2198798511,4.63831344035,4.04536419798,6.43349906336,7.00771556596
1471,LA PORTE HOSPITAL,LA PORTE,IN,46350,LA PORTE,2193261234,2.55864252508,4.00049190932,6.36506131633,7.28628777696
1472,PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,46761,LAGRANGE,2604639000,5.63111370138,5.48127743512,6.32627180298,8.82800593083
1473,COMMUNITY HOSPITAL,MUNSTER,IN,46321,LAKE,2198361600,6.38512216631,5.19708627361,6.10646948387,4.96357655234
1474,FRANCISCAN HEALTH CROWN POINT,CROWN POINT,IN,46307,LAKE,2197576100,6.13181851656,4.46417222548,6.08930298209,6.49988991042
1475,FRANCISCAN HEALTH DYER,DYER,IN,46311,LAKE,2198652141,4.83345598976,4.31459792995,6.43349906336,5.84365755532
1476,FRANCISCAN HEALTH HAMMOND,HAMMOND,IN,46320,LAKE,2199322300,6.05599641781,3.77613046602,6.83631099409,6.56136946872
1477,FRANCISCAN HEALTH MUNSTER,MUNSTER,IN,46321,LAKE,2199224200,5.28293504683,4.29964050039,6.90344631588,7.09757030498
1478,METHODIST HOSPITALS INC,GARY,IN,46402,LAKE,2198864000,7.38579835792,4.64366138013,6.58839367779,6.0118818412
1479,PINNACLE HOSPITAL,CROWN POINT,IN,46307,LAKE,2197562100,5.42238146456,6.31889349012,6.65259518602,6.37062519811
1480,ST CATHERINE HOSPITAL INC,EAST CHICAGO,IN,46312,LAKE,2193927004,7.81654720289,5.24195856227,5.91949761269,3.64750864512
1481,ST MARY MEDICAL CENTER INC,HOBART,IN,46342,LAKE,2199420551,7.91980982975,5.01759711896,5.9237137109,6.80323410464
1482,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,47421,LAWRENCE,8122751200,4.88732600864,5.93000032173,6.32627180298,8.06120045101
1483,ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,47421,LAWRENCE,8122753331,5.3130112646,5.70563887843,6.32627180298,6.07336139977
1484,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,ANDERSON,IN,46011,MADISON,7652984242,5.57431760534,5.45136257602,5.18862893205,6.82935728692
1485,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,ANDERSON,IN,46016,MADISON,7656468373,3.93700048131,4.82315053477,5.29219859297,6.99803197253
1486,ST VINCENT MERCY HOSPITAL,ELWOOD,IN,46036,MADISON,7655524743,5.48300174849,7.12659468602,6.32627180298,7.99026249913
1487,COMMUNITY HOSPITAL EAST,INDIANAPOLIS,IN,46219,MARION,3173555411,4.46503623985,5.52614972379,6.84458206574,6.652350207
1488,COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,46256,MARION,3176215335,4.81766783957,5.10734169629,6.03502407442,6.1564601434
1489,COMMUNITY HOSPITAL SOUTH,INDIANAPOLIS,IN,46227,MARION,3178877000,4.20101434755,5.1671714145,6.03068713264,7.2011622347
1490,ESKENAZI HEALTH,INDIANAPOLIS,IN,46202,MARION,3178804818,7.01319867831,4.38938507772,4.70022617957,5.90063311667
1491,FAIRBANKS,INDIANAPOLIS,IN,46256,MARION,3178498222,5.29374084034,3.95561962066,6.25812146226,6.72126136025
1492,FRANCISCAN HEALTH INDIANAPOLIS,INDIANAPOLIS,IN,46237,MARION,3175285000,6.27868143593,4.9428099712,4.34419414106,6.1436237521
1493,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,46202,MARION,3179625900,5.59552956837,3.76117303647,6.83631099409,6.50146630935
1494,ORTHOINDY HOSPITAL,INDIANAPOLIS,IN,46278,MARION,3179561000,5.5441833404,7.09667982691,7.97761146449,5.98598385877
1495,ST VINCENT HOSPITAL & HEALTH SERVICES,INDIANAPOLIS,IN,46260,MARION,3173387000,5.93958258853,4.62870395057,5.82928116727,7.01244476275
1496,COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,46506,MARSHALL,5745462211,5.45275721358,6.96206296093,6.32627180298,7.92022534664
1497,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,PLYMOUTH,IN,46563,MARSHALL,5749484000,4.97783875329,4.82315053477,5.67781045425,6.57150346184
1498,DUKES MEMORIAL HOSPITAL,PERU,IN,46970,MIAMI,7654728000,3.34616300547,3.64151360004,6.32627180298,5.67002847311
1499,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,BLOOMINGTON,IN,47403,MONROE,8123539555,5.52303722032,4.43425736638,6.74219398648,6.61339063343
1500,MONROE HOSPITAL,BLOOMINGTON,IN,47403,MONROE,8128251111,5.23533720001,5.00263968941,6.32627180298,8.17515157371
1501,FRANCISCAN HEALTH CRAWFORDSVILLE,CRAWFORDSVILLE,IN,47933,MONTGOMERY,7653622800,5.28893719705,5.55606458289,6.70204035052,6.7458081436
1502,FRANCISCAN HEALTH MOORESVILLE,MOORESVILLE,IN,46158,MORGAN,3178311160,5.67815764286,5.60093687155,7.25861230874,7.75110026164
1503,PARKVIEW NOBLE HOSPITAL,KENDALLVILLE,IN,46755,NOBLE,2603478700,5.51056495354,5.40649028736,6.38687358238,5.82901956525
1504,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,PAOLI,IN,47454,ORANGE,8127232811,4.98225475832,6.54325493343,6.32627180298,8.01976367912
1505,PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,47586,PERRY,8125477011,3.74710186872,7.14155211557,6.32627180298,7.84140540038
1506,PORTER REGIONAL HOSPITAL,VALPARAISO,IN,46383,PORTER,2199838300,6.48351957551,4.23981078218,7.17800292787,6.95817159957
1507,PULASKI MEMORIAL HOSPITAL,WINAMAC,IN,46996,PULASKI,5749462100,4.6866232201,6.96206296093,6.32627180298,8.27874350343
1508,PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,46135,PUTNAM,7656535121,5.17838755255,5.24195856227,6.32627180298,7.47207765092
1509,ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,47394,RANDOLPH,7655840004,4.99488031793,5.70563887843,6.32627180298,8.69401202173
1510,MARGARET MARY HEALTH,BATESVILLE,IN,47006,RIPLEY,8129346624,5.2275899615,6.33385091968,6.32627180298,6.28099565892
1511,RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,46173,RUSH,7659327513,4.7857671771,6.16931919459,6.32627180298,8.26275431428
1512,SCOTT MEMORIAL HOSPITAL,SCOTTSBURG,IN,47170,SCOTT,8127523456,5.09536528528,5.46632000557,6.32627180298,7.86505138407
1513,MAJOR HOSPITAL,SHELBYVILLE,IN,46176,SHELBY,3173923211,6.12323780833,5.95991518084,6.18547433055,7.1725618541
1514,MEMORIAL HOSPITAL OF SOUTH BEND,SOUTH BEND,IN,46601,ST JOSEPH,5746471000,3.93135308438,4.71844852789,7.8649315404,8.01796208034
1515,SAINT JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,46545,ST JOSEPH,5743355000,4.07647919427,4.79323567566,5.82928116727,8.17109797646
1516,UNITY MEDICAL AND SURGICAL HOSPITAL,MISHAWAKA,IN,46545,ST JOSEPH,5742316800,5.37700664175,7.82959387503,6.90407738791,2.66338531272
1517,STARKE HOSPITAL,KNOX,IN,46534,STARKE,5747721102,5.3039114007,6.28897863102,6.36636374158,8.29585869182
1518,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,46703,STEUBEN,2606652141,4.72717558414,6.10948947637,6.32627180298,5.78533079489
1519,SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,47882,SULLIVAN,8122684311,3.77622502332,6.66291436986,6.32627180298,7.72948107631
1520,FRANCISCAN HEALTH LAFAYETTE,LAFAYETTE,IN,47905,TIPPECANOE,7655024334,5.99050065475,5.70563887843,6.76917567231,7.24462580522
1521,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,LAFAYETTE,IN,47905,TIPPECANOE,7654488000,4.11143210996,4.47912965504,6.41116985534,5.94544788627
1522,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,TIPTON,IN,46072,TIPTON,7656758500,5.01416552498,6.51334007432,6.32627180298,5.93756589162
1523,DEACONESS HOSPITAL INC,EVANSVILLE,IN,47747,VANDERBURGH,8124505000,4.42019888271,5.49623486468,5.82124506925,7.19845983654
1524,ST VINCENT EVANSVILLE,EVANSVILLE,IN,47750,VANDERBURGH,8124854000,5.43237385633,5.15221398495,4.016627479,7.39866250072
1525,UNION HOSPITAL CLINTON,CLINTON,IN,47842,VERMILLION,7658321234,4.58654794725,6.43855292655,6.32627180298,7.81618301749
1526,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,47802,VIGO,8122320021,5.33985323569,5.40649028736,5.35422491677,5.95040228291
1527,UNION HOSPITAL INC,TERRE HAUTE,IN,47804,VIGO,8122387606,6.42664253358,5.01759711896,6.29922841979,6.84219367822
1528,"PARKVIEW WABASH HOSPITAL, INC",WABASH,IN,46992,WABASH,2605692160,5.06502149449,6.28897863102,6.32627180298,6.1321385599
1529,ST VINCENT WILLIAMSPORT HOSPITAL INC,WILLIAMSPORT,IN,47993,WARREN,7657624000,4.9001638069,5.27187342138,6.32627180298,8.43863539497
1530,ST VINCENT WARRICK,BOONVILLE,IN,47601,WARRICK,8128974800,4.97899620877,4.70349109834,6.32627180298,8.48277456503
1531,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,NEWBURGH,IN,47630,WARRICK,8128424784,5.764886212,6.69282922896,7.48798013563,6.43593315381
1532,WOMEN'S HOSPITAL THE,NEWBURGH,IN,47630,WARRICK,8128424200,5.33130969226,5.82529831486,6.42437537313,6.72126136025
1533,ST VINCENT SALEM HOSPITAL INC,SALEM,IN,47167,WASHINGTON,8128835881,4.88491535776,3.95561962066,6.32627180298,6.72126136025
1534,REID HEALTH,RICHMOND,IN,47374,WAYNE,7659833000,5.39218524332,5.22700113271,6.50063438515,6.47534312708
1535,BLUFFTON REGIONAL MEDICAL CENTER,BLUFFTON,IN,46714,WELLS,2608243210,5.34313735183,5.63085173066,6.55752485684,7.9886861002
1536,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,MONTICELLO,IN,47960,WHITE,5745837111,5.25793586412,3.55176902272,6.32627180298,8.90457387889
1537,PARKVIEW WHITLEY HOSPITAL,COLUMBIA CITY,IN,46725,WHITLEY,2602489301,5.06484994222,5.73555373754,6.31488437683,8.36431944538
1538,ALLEN COUNTY REGIONAL HOSPITAL,IOLA,KS,66749,ALLEN,6203651021,4.03056367672,5.19022805508,6.32627180298,6.90355411623
1539,ANDERSON COUNTY HOSPITAL,GARNETT,KS,66032,ANDERSON,7852044000,5.67099206697,7.89752280427,6.32627180298,7.01840603832
1540,ATCHISON HOSPITAL,ATCHISON,KS,66002,ATCHISON,9133605581,5.13278865184,5.14535576642,6.32627180298,6.8609913451
1541,KIOWA DISTRICT HOSPITAL,KIOWA,KS,67070,BARBER,6208254131,5.32057022494,7.71803364963,6.32627180298,6.50652678557
1542,MEDICINE LODGE MEMORIAL HOSPITAL,MEDICINE LODGE,KS,67104,BARBER,6208863771,5.35950598517,3.91884654303,6.32627180298,7.8379082824
1543,CLARA BARTON HOSPITAL,HOISINGTON,KS,67544,BARTON,6206532114,5.61687754791,6.52143928535,6.32627180298,6.4432456285
1544,ELLINWOOD DISTRICT HOSPITAL,ELLINWOOD,KS,67526,BARTON,6205642548,5.23189248412,3.91884654303,6.32627180298,7.48682172057
1545,GREAT BEND REGIONAL HOSPITAL,GREAT BEND,KS,67530,BARTON,6207928833,4.00548348634,5.68382323035,6.30422692646,6.39325126241
1546,MERCY HOSPITAL-FORT SCOTT,FORT SCOTT,KS,66701,BOURBON,6202237057,3.23229404651,5.45946178705,6.36286291651,8.47860184787
1547,HIAWATHA COMMUNITY HOSPITAL,HIAWATHA,KS,66434,BROWN,7857422131,4.87424819268,4.87612203446,6.32627180298,7.73566755176
1548,HORTON COMMUNITY HOSPITAL,HORTON,KS,66439,BROWN,7854862642,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1549,KANSAS MEDICAL CENTER LLC,ANDOVER,KS,67002,BUTLER,3163004000,6.36285824953,5.14535576642,7.22753229348,6.26331095056
1550,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,67042,BUTLER,3163213300,3.76914266264,5.4744192166,6.69699541305,7.52488049475
1551,SEDAN CITY HOSPITAL,SEDAN,KS,67361,CHAUTAUQUA,6207253115,5.20376294427,3.91884654303,6.32627180298,7.02133363633
1552,MERCY HOSPITAL COLUMBUS,COLUMBUS,KS,66725,CHEROKEE,6204292545,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1553,PREMIER SURGICAL INSTITUTE,GALENA,KS,66739,CHEROKEE,6207831732,5.74944805248,7.73299107919,8.05105443173,5.70774292753
1554,CHEYENNE COUNTY HOSPITAL,ST FRANCIS,KS,67756,CHEYENNE,7853322104,5.47631326584,6.79067301731,6.32627180298,6.80243938483
1555,ASHLAND HEALTH CENTER,ASHLAND,KS,67831,CLARK,6206352241,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1556,MINNEOLA DISTRICT HOSPITAL NBR 2,MINNEOLA,KS,67865,CLARK,6208854264,4.92139262568,7.95735252249,6.32627180298,7.34472061697
1557,CLAY COUNTY MEDICAL CENTER,CLAY CENTER,KS,67432,CLAY,7856322144,4.72100027575,4.99578147089,6.32627180298,6.38672046684
1558,CLOUD COUNTY HEALTH CENTER,CONCORDIA,KS,66901,CLOUD,7852431234,5.00017328779,6.07271639874,6.32627180298,7.9023154388
1559,COFFEY COUNTY HOSPITAL,BURLINGTON,KS,66839,COFFEY,6203642121,5.63593664902,7.40392762901,6.14579428058,8.14440527457
1560,COMANCHE COUNTY HOSPITAL,COLDWATER,KS,67029,COMANCHE,6205822144,4.48345138011,3.91884654303,6.32627180298,6.38874726547
1561,SOUTH CENTRAL KS  MED CENTER,ARKANSAS CITY,KS,67005,COWLEY,6204422500,4.63275630201,4.78637745714,5.86700814332,8.38536911111
1562,WILLIAM NEWTON HOSPITAL,WINFIELD,KS,67156,COWLEY,6202212300,3.72324000656,5.74365294856,6.32627180298,8.54616180203
1563,GIRARD MEDICAL CENTER,GIRARD,KS,66743,CRAWFORD,6207248291,5.17577172911,6.85050273553,6.32627180298,7.50979210499
1564,VIA CHRISTI HOSPITAL PITTSBURG INC,PITTSBURG,KS,66762,CRAWFORD,6202316100,4.04444119608,4.98082404133,4.7510311163,6.54638715853
1565,DECATUR COUNTY HOSPITAL,OBERLIN,KS,67749,DECATUR,7854752208,5.67099206697,3.91884654303,6.32627180298,6.5610251486
1566,HERINGTON MUNICIPAL HOSPITAL,HERINGTON,KS,67449,DICKINSON,7852582207,5.96710193408,4.74150516848,6.32627180298,7.94217581176
1567,MEMORIAL HOSPITAL,ABILENE,KS,67410,DICKINSON,7852636610,3.67068425758,5.90818467365,6.21911947903,7.17784753017
1568,LAWRENCE MEMORIAL HOSPITAL,LAWRENCE,KS,66044,DOUGLAS,7855056100,4.95185849806,5.84835495544,5.31017435735,7.2161315042
1569,EDWARDS COUNTY HOSPITAL,KINSLEY,KS,67547,EDWARDS,6206593621,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1570,HAYS MEDICAL CENTER,HAYS,KS,67601,ELLIS,7856235000,4.7972643867,5.51929150526,6.5835098651,5.60752899551
1571,ELLSWORTH COUNTY MEDICAL CENTER,ELLSWORTH,KS,67439,ELLSWORTH,7854723111,4.29124764061,6.37186498981,6.32627180298,7.51114330407
1572,ST CATHERINE HOSPITAL,GARDEN CITY,KS,67846,FINNEY,6202722222,5.60224601071,4.38252685919,6.02591073646,5.63928217397
1573,WESTERN PLAINS MEDICAL COMPLEX,DODGE CITY,KS,67801,FORD,6202258400,4.21513827717,4.36756942964,7.01233673302,6.89522172188
1574,RANSOM MEMORIAL HOSPITAL,OTTAWA,KS,66067,FRANKLIN,7852298200,5.68965787956,5.45946178705,6.0445072206,6.96143047697
1575,GEARY COMMUNITY HOSPITAL,JUNCTION CITY,KS,66441,GEARY,7852384131,3.41026980442,5.93809953276,6.42547331761,7.60099804312
1576,GOVE COUNTY MEDICAL CENTER,QUINTER,KS,67752,GOVE,7857543341,6.0511948978,6.85050273553,6.32627180298,6.94206329011
1577,GRAHAM COUNTY HOSPITAL,HILL CITY,KS,67642,GRAHAM,7854212121,5.18380195248,6.74580072865,6.32627180298,8.33064554823
1578,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,ULYSSES,KS,67880,GRANT,6203561266,4.79931000037,6.37186498981,6.17886514009,8.00568216868
1579,GREELEY COUNTY HEALTH SERVICES,TRIBUNE,KS,67879,GREELEY,6203764221,5.59312054652,3.91884654303,6.32627180298,7.24405628525
1580,GREENWOOD COUNTY HOSPITAL,EUREKA,KS,67045,GREENWOOD,6205837451,5.14861785348,5.62399351213,6.32627180298,6.86504494235
1581,HAMILTON COUNTY HOSPITAL,SYRACUSE,KS,67878,HAMILTON,6203847461,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1582,ANTHONY MEDICAL CENTER,ANTHONY,KS,67003,HARPER,6208425111,5.28163446472,4.92099432312,6.32627180298,6.75582301646
1583,HARPER HOSPITAL DISTRICT NO 5,HARPER,KS,67058,HARPER,6208967324,5.08071943753,6.37186498981,6.32627180298,8.15904326464
1584,NEWTON MEDICAL CENTER,NEWTON,KS,67114,HARVEY,3162832700,6.27632187913,5.54920636437,5.11844930538,6.82000497292
1585,SATANTA DISTRICT HOSPITAL,SATANTA,KS,67870,HASKELL,6206492761,5.2426987045,3.91884654303,6.32627180298,7.42826976029
1586,HODGEMAN COUNTY HEALTH CENTER,JETMORE,KS,67854,HODGEMAN,6203578361,5.82673510787,7.22443847436,6.32627180298,7.10150478196
1587,HOLTON COMMUNITY HOSPITAL,HOLTON,KS,66436,JACKSON,7853642116,5.39844174539,6.7308432991,6.32627180298,8.27704798459
1588,FW HUSTON MEDICAL CENTER,WINCHESTER,KS,66097,JEFFERSON,9137744340,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1589,JEWELL COUNTY HOSPITAL,MANKATO,KS,66956,JEWELL,7853783137,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1590,"BLUE VALLEY HOSPITAL, INC",OVERLAND PARK,KS,66213,JOHNSON,9132202866,5.34628131251,7.3740127699,6.16008739059,6.50652678557
1591,CHILDREN'S MERCY HOSPITAL KANSAS,OVERLAND PARK,KS,66211,JOHNSON,9132343000,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1592,DOCTORS HOSPITAL LLC,LEAWOOD,KS,66211,JOHNSON,9135291801,5.39892762856,0.0,6.55172129024,6.50652678557
1593,KANSAS CITY ORTHOPAEDIC INSTITUTE,LEAWOOD,KS,66211,JOHNSON,9133197633,5.38010040721,6.80563044687,6.62203882628,5.59942180101
1594,MENORAH MEDICAL CENTER,OVERLAND PARK,KS,66209,JOHNSON,9134986773,4.55424139315,4.27782485232,7.03260488667,6.81977977307
1595,MINIMALLY INVASIVE SURGERY HOSPITAL,LENEXA,KS,66219,JOHNSON,9133227401,5.33058297114,8.36120312043,6.21498394321,6.50652678557
1596,OLATHE MEDICAL CENTER,OLATHE,KS,66061,JOHNSON,9137914200,4.07777607012,4.72654773892,5.32897896098,6.91774170661
1597,OVERLAND PARK REG MED CTR,OVERLAND PARK,KS,66215,JOHNSON,9135415000,5.8716461206,4.90603689356,5.10412262771,5.60347539826
1598,SAINT LUKE'S SOUTH HOSPITAL,OVERLAND PARK,KS,66213,JOHNSON,9133177904,7.22153756506,5.32484492106,7.07232885657,6.91548970813
1599,SHAWNEE MISSION MEDICAL CENTER,SHAWNEE MISSION,KS,66204,JOHNSON,9136762151,5.95920709794,5.90818467365,6.18691466517,5.87641761311
1600,KEARNY COUNTY HOSPITAL,LAKIN,KS,67860,KEARNY,6203557111,5.28163446472,4.89107946401,6.32627180298,7.50708970682
1601,KINGMAN COMMUNITY HOSPITAL,KINGMAN,KS,67068,KINGMAN,6205323147,5.67528118825,5.57912122347,6.32627180298,6.89702332066
1602,KIOWA COUNTY MEMORIAL HOSPITAL,GREENSBURG,KS,67054,KIOWA,6207233341,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1603,LABETTE HEALTH,PARSONS,KS,67357,LABETTE,6204214880,5.26627272953,5.57912122347,7.50934623375,7.71607516505
1604,OSWEGO COMMUNITY HOSPITAL,OSWEGO,KS,67356,LABETTE,6207952921,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1605,LANE COUNTY HOSPITAL,DIGHTON,KS,67839,LANE,6203975321,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1606,SAINT JOHN HOSPITAL,LEAVENWORTH,KS,66048,LEAVENWORTH,9136806000,6.07577023227,6.41673727847,6.21768949668,7.63387722081
1607,SAINT LUKE'S CUSHING HOSPITAL,LEAVENWORTH,KS,66048,LEAVENWORTH,9136841102,5.2893445272,5.35475978017,5.6669046032,6.36307448288
1608,LINCOLN COUNTY HOSPITAL,LINCOLN,KS,67455,LINCOLN,7855244403,5.37897386528,3.91884654303,6.32627180298,6.22817977439
1609,LOGAN COUNTY HOSPITAL,OAKLEY,KS,67748,LOGAN,7856723211,5.32057022494,3.91884654303,6.32627180298,6.50652678557
1610,NEWMAN REGIONAL HEALTH,EMPORIA,KS,66801,LYON,6203436800,4.86277991444,5.54920636437,6.32627180298,6.33942849893
1611,HILLSBORO COMMUNITY HOSPITAL,HILLSBORO,KS,67063,MARION,6209473114,5.43737750562,3.91884654303,6.32627180298,6.60809191667
1612,ST LUKE HOSPITAL & LIVING CENTER,MARION,KS,66861,MARION,6203822177,5.37897386528,7.16460875615,6.32627180298,6.50652678557
1613,"COMMUNITY MEMORIAL HEALTHCARE, INC",MARYSVILLE,KS,66508,MARSHALL,7855622311,5.32461543017,6.23724812383,6.32627180298,7.61158243593
1614,LINDSBORG COMMUNITY HOSPITAL,LINDSBORG,KS,67456,MCPHERSON,7852273308,5.32057022494,6.61118386267,6.32627180298,7.64356081424
1615,MCPHERSON HOSPITAL INC,MCPHERSON,KS,67460,MCPHERSON,6202412250,5.57820787793,5.42954692794,6.25006886238,8.20273203501
1616,"MERCY HOSPITAL, INC",MOUNDRIDGE,KS,67107,MCPHERSON,6203456391,5.54126357086,7.76290593829,6.06413087515,8.48333104466
1617,MEADE DISTRICT HOSPITAL,MEADE,KS,67864,MEADE,6208732141,5.7293957073,6.20733326472,6.32627180298,7.18009952864
1618,MIAMI COUNTY MEDICAL CENTER,PAOLA,KS,66071,MIAMI,9135574385,5.6315524899,6.50648185579,6.1547904137,7.13528475904
1619,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,KS,67420,MITCHELL,7857382266,5.28833951645,6.55135414445,6.32627180298,7.94960740672
1620,COFFEYVILLE REGIONAL MEDICAL CENTER,COFFEYVILLE,KS,67337,MONTGOMERY,6202511200,4.62014845142,4.53210115473,6.73834405774,7.7649435319
1621,MORRIS COUNTY HOSPITAL,COUNCIL GROVE,KS,66846,MORRIS,6207676811,5.22860436899,3.91884654303,6.32627180298,7.45146534455
1622,MORTON COUNTY HOSPITAL,ELKHART,KS,67950,MORTON,6206972141,4.91795140307,4.90603689356,6.0715896094,9.40462361968
